city_id,city_name,iso3,year,ghsl_built_surface_km2,ghsl_built_surface_nres_km2,ghsl_built_volume_m3,ghsl_built_volume_nres_m3,ghsl_source
hyderabad_in,Hyderabad,IND,2025,231.195333,10.935738,2.204718224E9,1.18465979E8,gee_ghsl_p2023a
chennai_in,Chennai,IND,2025,221.743328,5.057286,1.92718757E9,5.5777231E7,gee_ghsl_p2023a
dhaka_bd,Dhaka,BGD,2025,391.210924,12.925403,2.127872878E9,1.08680704E8,gee_ghsl_p2023a
karachi_pk,Karachi,PAK,2025,181.898568,13.438687,1.779714321E9,1.60577407E8,gee_ghsl_p2023a
lahore_pk,Lahore,PAK,2025,231.353951,5.778931,2.017792595E9,5.6443082E7,gee_ghsl_p2023a
colombo_lk,Colombo,LKA,2025,214.103476,7.737069,1.635122821E9,6.896802E7,gee_ghsl_p2023a
kathmandu_np,Kathmandu,NPL,2025,71.047576,1.978085,6.80044586E8,2.0261222E7,gee_ghsl_p2023a
dubai_ae,Dubai,ARE,2025,197.839369,52.188645,2.261013971E9,6.42563359E8,gee_ghsl_p2023a
abu_dhabi_ae,Abu Dhabi,ARE,2025,16.814602,1.239116,2.51501687E8,1.5330199E7,gee_ghsl_p2023a
riyadh_sa,Riyadh,SAU,2025,359.453889,54.413365,3.863065188E9,5.67205727E8,gee_ghsl_p2023a
jeddah_sa,Jeddah,SAU,2025,158.06306,9.16913,1.861299706E9,1.00337213E8,gee_ghsl_p2023a
doha_qa,Doha,QAT,2025,107.753901,17.263439,9.94936966E8,1.79868625E8,gee_ghsl_p2023a
kuwait_city_kw,Kuwait City,KWT,2025,123.238141,13.138074,1.597886427E9,1.76321192E8,gee_ghsl_p2023a
muscat_om,Muscat,OMN,2025,24.936923,2.947567,2.78714803E8,3.3673396E7,gee_ghsl_p2023a
tehran_ir,Tehran,IRN,2025,238.873636,26.048248,2.689004624E9,2.66323878E8,gee_ghsl_p2023a
baghdad_iq,Baghdad,IRQ,2025,191.265751,5.19909,1.521129537E9,4.7146028E7,gee_ghsl_p2023a
tel_aviv_il,Tel Aviv,ISR,2025,73.716283,6.457897,9.07377414E8,8.1438924E7,gee_ghsl_p2023a
jerusalem_il,Jerusalem,ISR,2025,15.180791,1.273078,1.36009294E8,1.1939291E7,gee_ghsl_p2023a
amman_jo,Amman,JOR,2025,132.266107,7.360423,1.550933778E9,8.2066661E7,gee_ghsl_p2023a
beirut_lb,Beirut,LBN,2025,41.221876,2.071379,7.15190453E8,3.0026602E7,gee_ghsl_p2023a
novosibirsk_ru,Novosibirsk,RUS,2025,64.980871,10.718287,8.13824705E8,1.3272124E8,gee_ghsl_p2023a
yekaterinburg_ru,Yekaterinburg,RUS,2025,45.997042,9.817506,5.81110219E8,1.17825867E8,gee_ghsl_p2023a
vladivostok_ru,Vladivostok,RUS,2025,19.123715,3.665568,2.87593595E8,5.6040568E7,gee_ghsl_p2023a
astana_kz,Astana,KAZ,2025,36.325769,3.173727,3.77661383E8,3.3693867E7,gee_ghsl_p2023a
almaty_kz,Almaty,KAZ,2025,90.026899,4.07292,8.90093567E8,4.8542126E7,gee_ghsl_p2023a
tashkent_uz,Tashkent,UZB,2025,177.346711,17.369043,1.5562314E9,1.7707935E8,gee_ghsl_p2023a
bishkek_kg,Bishkek,KGZ,2025,66.154996,4.580097,5.73878911E8,4.9724112E7,gee_ghsl_p2023a
ulaanbaatar_mn,Ulaanbaatar,MNG,2025,59.966556,3.136469,5.79773314E8,3.3976915E7,gee_ghsl_p2023a
kolkata_in,Kolkata,IND,2025,333.362353,16.446021,2.773149027E9,1.76094203E8,gee_ghsl_p2023a
pune_in,Pune,IND,2025,130.454217,6.810195,1.439607649E9,9.0603058E7,gee_ghsl_p2023a
surat_in,Surat,IND,2025,57.404814,7.805084,6.11786308E8,8.4942749E7,gee_ghsl_p2023a
ahmedabad_in,Ahmedabad,IND,2025,112.20095,12.616282,1.164244026E9,1.28914219E8,gee_ghsl_p2023a
mashhad_ir,Mashhad,IRN,2025,86.340911,5.284156,7.35675595E8,4.895518E7,gee_ghsl_p2023a
tabriz_ir,Tabriz,IRN,2025,38.897814,2.204038,3.88845496E8,2.212847E7,gee_ghsl_p2023a
baku_az,Baku,AZE,2025,96.501811,8.204634,1.050231816E9,8.6496489E7,gee_ghsl_p2023a
tbilisi_ge,Tbilisi,GEO,2025,35.481083,3.52354,5.11028179E8,4.549081E7,gee_ghsl_p2023a
yerevan_am,Yerevan,ARM,2025,47.947505,4.194601,5.65845235E8,5.4945371E7,gee_ghsl_p2023a
dushanbe_tj,Dushanbe,TJK,2025,45.761071,2.392689,3.97435657E8,2.4815365E7,gee_ghsl_p2023a
ashgabat_tm,Ashgabat,TKM,2025,29.347863,2.108116,2.40360725E8,1.8519904E7,gee_ghsl_p2023a
khabarovsk_ru,Khabarovsk,RUS,2025,33.577667,6.943362,3.65826219E8,7.539895E7,gee_ghsl_p2023a
krasnoyarsk_ru,Krasnoyarsk,RUS,2025,24.647408,6.712485,2.91629584E8,8.0740065E7,gee_ghsl_p2023a
irkutsk_ru,Irkutsk,RUS,2025,21.076561,3.791331,2.58970492E8,4.5502943E7,gee_ghsl_p2023a
omsk_ru,Omsk,RUS,2025,51.500787,7.814153,5.87349514E8,9.5922839E7,gee_ghsl_p2023a
yakutsk_ru,Yakutsk,RUS,2025,13.401072,1.132506,1.27894371E8,1.1797152E7,gee_ghsl_p2023a
istanbul_tr,Istanbul,TUR,2025,268.514809,33.303276,3.389572267E9,4.22292303E8,gee_ghsl_p2023a
london_gb,London,GBR,2025,382.426452,52.973306,3.107687995E9,4.86709668E8,gee_ghsl_p2023a
manchester_gb,Manchester,GBR,2025,152.266142,25.024455,1.173619976E9,2.29646919E8,gee_ghsl_p2023a
paris_fr,Paris,FRA,2025,358.748204,67.499691,3.929886381E9,7.85857812E8,gee_ghsl_p2023a
lyon_fr,Lyon,FRA,2025,66.510371,20.522296,7.98297456E8,2.55919109E8,gee_ghsl_p2023a
marseille_fr,Marseille,FRA,2025,48.743044,8.699046,5.84870414E8,1.05662189E8,gee_ghsl_p2023a
berlin_de,Berlin,DEU,2025,149.406188,32.176439,1.374265108E9,3.39057536E8,gee_ghsl_p2023a
munich_de,Munich,DEU,2025,67.0819,14.660826,4.85013364E8,1.19767865E8,gee_ghsl_p2023a
hamburg_de,Hamburg,DEU,2025,98.187983,27.760279,1.039331651E9,3.34418013E8,gee_ghsl_p2023a
frankfurt_de,Frankfurt,DEU,2025,40.999059,11.203201,4.93488566E8,1.5273973E8,gee_ghsl_p2023a
madrid_es,Madrid,ESP,2025,137.546048,34.712678,1.497795964E9,3.6631437E8,gee_ghsl_p2023a
barcelona_es,Barcelona,ESP,2025,98.156569,34.073411,1.325325626E9,4.37052792E8,gee_ghsl_p2023a
valencia_es,Valencia,ESP,2025,45.372811,15.914774,6.07336753E8,1.89745093E8,gee_ghsl_p2023a
seville_es,Seville,ESP,2025,20.646794,7.281742,2.61857428E8,8.7170667E7,gee_ghsl_p2023a
rome_it,Rome,ITA,2025,90.524515,12.735605,9.42301062E8,1.33973126E8,gee_ghsl_p2023a
milan_it,Milan,ITA,2025,176.376275,57.491204,2.149298024E9,6.68643599E8,gee_ghsl_p2023a
naples_it,Naples,ITA,2025,139.518023,22.830995,1.266728702E9,2.10795984E8,gee_ghsl_p2023a
turin_it,Turin,ITA,2025,53.946088,15.587498,7.53779636E8,1.99537331E8,gee_ghsl_p2023a
florence_it,Florence,ITA,2025,42.349625,12.010983,3.59387952E8,1.01755417E8,gee_ghsl_p2023a
amsterdam_nl,Amsterdam,NLD,2025,66.089425,22.544773,6.51740701E8,2.30744245E8,gee_ghsl_p2023a
brussels_be,Brussels,BEL,2025,57.332702,11.586254,6.76393516E8,1.39992134E8,gee_ghsl_p2023a
zurich_ch,Zurich,CHE,2025,31.41571,6.830283,3.47740745E8,9.6778389E7,gee_ghsl_p2023a
geneva_ch,Geneva,CHE,2025,15.273927,2.43186,1.90058829E8,3.13532E7,gee_ghsl_p2023a
basel_ch,Basel,CHE,2025,14.630751,2.526237,1.75220358E8,3.5000478E7,gee_ghsl_p2023a
vienna_at,Vienna,AUT,2025,77.679108,18.484341,8.41385311E8,2.06092037E8,gee_ghsl_p2023a
stockholm_se,Stockholm,SWE,2025,46.652935,12.109228,4.22154338E8,1.30324345E8,gee_ghsl_p2023a
oslo_no,Oslo,NOR,2025,35.626972,8.378434,2.34784193E8,6.3896144E7,gee_ghsl_p2023a
copenhagen_dk,Copenhagen,DNK,2025,61.415791,13.035541,5.91824326E8,1.40512831E8,gee_ghsl_p2023a
helsinki_fi,Helsinki,FIN,2025,49.116045,14.636048,3.90736648E8,1.36687522E8,gee_ghsl_p2023a
dublin_ie,Dublin,IRL,2025,65.208958,12.320805,5.58871515E8,1.23915527E8,gee_ghsl_p2023a
lisbon_pt,Lisbon,PRT,2025,72.878923,15.379265,8.54651134E8,1.95163004E8,gee_ghsl_p2023a
porto_pt,Porto,PRT,2025,61.465234,10.646169,5.96571748E8,1.12668031E8,gee_ghsl_p2023a
prague_cz,Prague,CZE,2025,53.089616,14.585514,5.3774974E8,1.47887578E8,gee_ghsl_p2023a
warsaw_pl,Warsaw,POL,2025,85.959945,19.78827,9.33035378E8,2.28516388E8,gee_ghsl_p2023a
krakow_pl,Krakow,POL,2025,32.805424,8.581278,3.09546486E8,8.9934109E7,gee_ghsl_p2023a
budapest_hu,Budapest,HUN,2025,87.705427,17.672662,7.92284279E8,1.75876856E8,gee_ghsl_p2023a
athens_gr,Athens,GRC,2025,115.204997,14.990529,1.42878463E9,1.84528702E8,gee_ghsl_p2023a
thessaloniki_gr,Thessaloniki,GRC,2025,30.178238,7.994031,3.82697016E8,8.8763688E7,gee_ghsl_p2023a
bucharest_ro,Bucharest,ROU,2025,69.868657,14.242058,8.30100359E8,1.60530425E8,gee_ghsl_p2023a
sofia_bg,Sofia,BGR,2025,41.20008,10.580935,3.28954949E8,8.3812096E7,gee_ghsl_p2023a
belgrade_rs,Belgrade,SRB,2025,40.176897,5.848598,3.48032942E8,5.1972903E7,gee_ghsl_p2023a
zagreb_hr,Zagreb,HRV,2025,30.247516,5.905374,2.64521308E8,5.5956587E7,gee_ghsl_p2023a
ljubljana_si,Ljubljana,SVN,2025,13.281124,3.221809,1.06862222E8,2.9417977E7,gee_ghsl_p2023a
vilnius_lt,Vilnius,LTU,2025,17.563325,4.537694,1.90349937E8,5.2345597E7,gee_ghsl_p2023a
riga_lv,Riga,LVA,2025,27.230159,10.455239,2.34770527E8,9.053396E7,gee_ghsl_p2023a
tallinn_ee,Tallinn,EST,2025,19.237233,7.031529,1.68934025E8,6.5667738E7,gee_ghsl_p2023a
kyiv_ua,Kyiv,UKR,2025,83.978698,18.767825,1.112259884E9,2.31029692E8,gee_ghsl_p2023a
minsk_by,Minsk,BLR,2025,53.75673,14.858156,7.08022289E8,1.88831644E8,gee_ghsl_p2023a
moscow_ru,Moscow,RUS,2025,288.82124,64.137702,4.078539234E9,8.78106117E8,gee_ghsl_p2023a
saint_petersburg_ru,Saint Petersburg,RUS,2025,119.147967,36.364304,1.508769813E9,4.20223031E8,gee_ghsl_p2023a
birmingham_gb,Birmingham,GBR,2025,163.799235,30.425872,1.325532693E9,2.73864292E8,gee_ghsl_p2023a
glasgow_gb,Glasgow,GBR,2025,65.888159,11.639423,4.85942365E8,9.1319264E7,gee_ghsl_p2023a
liverpool_gb,Liverpool,GBR,2025,83.080488,14.300342,6.08021643E8,1.28174593E8,gee_ghsl_p2023a
cologne_de,Cologne,DEU,2025,59.731412,15.011042,6.41111251E8,1.84402009E8,gee_ghsl_p2023a
stuttgart_de,Stuttgart,DEU,2025,48.327145,12.692107,4.25410764E8,1.21311799E8,gee_ghsl_p2023a
dusseldorf_de,Dusseldorf,DEU,2025,51.323271,14.150139,5.68065348E8,1.71061823E8,gee_ghsl_p2023a
toulouse_fr,Toulouse,FRA,2025,62.277474,14.65811,5.90794214E8,1.47351864E8,gee_ghsl_p2023a
nice_fr,Nice,FRA,2025,21.292044,2.851676,2.69964654E8,3.4193344E7,gee_ghsl_p2023a
bilbao_es,Bilbao,ESP,2025,19.080865,7.630417,2.53534315E8,9.7203663E7,gee_ghsl_p2023a
malaga_es,Malaga,ESP,2025,16.06942,5.665331,2.08655171E8,6.9432733E7,gee_ghsl_p2023a
bologna_it,Bologna,ITA,2025,22.607092,6.748913,1.80138188E8,5.4833364E7,gee_ghsl_p2023a
genoa_it,Genoa,ITA,2025,18.318745,4.553566,2.75535387E8,6.3930566E7,gee_ghsl_p2023a
rotterdam_nl,Rotterdam,NLD,2025,167.624167,70.797156,1.582442572E9,6.74080264E8,gee_ghsl_p2023a
antwerp_be,Antwerp,BEL,2025,72.107734,26.24678,7.40183067E8,2.73424E8,gee_ghsl_p2023a
bratislava_sk,Bratislava,SVK,2025,18.606148,5.073106,1.63464858E8,4.4812992E7,gee_ghsl_p2023a
sarajevo_ba,Sarajevo,BIH,2025,13.422257,2.033663,1.1948137E8,1.8446536E7,gee_ghsl_p2023a
tirana_al,Tirana,ALB,2025,23.655317,2.018513,2.1787182E8,1.8596934E7,gee_ghsl_p2023a
new_york_us,New York,USA,2025,688.338229,107.898637,7.212481222E9,1.18333682E9,gee_ghsl_p2023a
los_angeles_us,Los Angeles,USA,2025,1363.128249,284.91751,1.2755166932E10,3.146562817E9,gee_ghsl_p2023a
san_francisco_us,San Francisco,USA,2025,409.6624,81.430144,3.850266851E9,8.70668969E8,gee_ghsl_p2023a
chicago_us,Chicago,USA,2025,524.020358,110.506869,4.793990648E9,1.170452129E9,gee_ghsl_p2023a
washington_dc_us,Washington,USA,2025,231.319836,32.555329,2.303597653E9,3.84532577E8,gee_ghsl_p2023a
boston_us,Boston,USA,2025,103.864802,14.024196,1.11844936E9,1.66815723E8,gee_ghsl_p2023a
houston_us,Houston,USA,2025,394.020019,77.303894,3.142372347E9,7.46113829E8,gee_ghsl_p2023a
miami_us,Miami,USA,2025,684.610946,76.985323,5.456848398E9,7.35772944E8,gee_ghsl_p2023a
atlanta_us,Atlanta,USA,2025,53.297904,12.685829,7.10835444E8,1.85064813E8,gee_ghsl_p2023a
dallas_us,Dallas,USA,2025,293.771562,70.562974,2.413181636E9,7.18973255E8,gee_ghsl_p2023a
seattle_us,Seattle,USA,2025,199.819084,32.279607,2.025244778E9,3.80742392E8,gee_ghsl_p2023a
philadelphia_us,Philadelphia,USA,2025,151.674385,20.986513,1.443922609E9,2.29864406E8,gee_ghsl_p2023a
detroit_us,Detroit,USA,2025,276.835718,46.698541,2.477748525E9,4.99941025E8,gee_ghsl_p2023a
toronto_ca,Toronto,CAN,2025,395.639515,111.214727,3.650644465E9,1.165894476E9,gee_ghsl_p2023a
vancouver_ca,Vancouver,CAN,2025,146.08591,24.081102,1.595318126E9,2.86003388E8,gee_ghsl_p2023a
montreal_ca,Montreal,CAN,2025,230.000068,51.321371,2.031287767E9,5.12498151E8,gee_ghsl_p2023a
calgary_ca,Calgary,CAN,2025,107.466538,17.636946,8.7346858E8,1.93124602E8,gee_ghsl_p2023a
ottawa_ca,Ottawa,CAN,2025,39.650541,9.333071,3.6609557E8,9.7475586E7,gee_ghsl_p2023a
quebec_city_ca,Quebec City,CAN,2025,56.656298,11.614652,4.54506065E8,1.11147879E8,gee_ghsl_p2023a
mexico_city_mx,Mexico City,MEX,2025,633.062299,38.257563,6.085586833E9,4.40615187E8,gee_ghsl_p2023a
guadalajara_mx,Guadalajara,MEX,2025,194.504164,9.340583,1.755102629E9,1.01994289E8,gee_ghsl_p2023a
monterrey_mx,Monterrey,MEX,2025,197.475251,29.330432,1.769637123E9,3.14482227E8,gee_ghsl_p2023a
tijuana_mx,Tijuana,MEX,2025,71.663667,8.547844,8.4668964E8,1.06949657E8,gee_ghsl_p2023a
puebla_mx,Puebla,MEX,2025,111.810679,6.207112,1.073152638E9,7.4593783E7,gee_ghsl_p2023a
havana_cu,Havana,CUB,2025,56.147515,8.543445,4.7513271E8,6.7895666E7,gee_ghsl_p2023a
santo_domingo_do,Santo Domingo,DOM,2025,117.567994,3.38973,9.71398366E8,3.350123E7,gee_ghsl_p2023a
san_jose_cr,San Jose,CRI,2025,109.575763,8.40132,9.17773136E8,7.9432932E7,gee_ghsl_p2023a
panama_city_pa,Panama City,PAN,2025,62.027093,5.059556,5.81095959E8,4.8993607E7,gee_ghsl_p2023a
guatemala_city_gt,Guatemala City,GTM,2025,102.045322,7.202922,1.10515491E9,7.9034497E7,gee_ghsl_p2023a
phoenix_us,Phoenix,USA,2025,355.00477,48.894561,2.839717943E9,4.91008373E8,gee_ghsl_p2023a
denver_us,Denver,USA,2025,283.908198,48.534184,2.386312997E9,4.99536095E8,gee_ghsl_p2023a
minneapolis_us,Minneapolis,USA,2025,137.906455,22.496937,1.269719664E9,2.4273082E8,gee_ghsl_p2023a
charlotte_us,Charlotte,USA,2025,24.64339,4.515771,2.61955717E8,5.4817238E7,gee_ghsl_p2023a
san_diego_us,San Diego,USA,2025,182.109094,21.357773,1.779224813E9,2.22072098E8,gee_ghsl_p2023a
las_vegas_us,Las Vegas,USA,2025,254.081232,39.080793,2.184688935E9,4.39055059E8,gee_ghsl_p2023a
edmonton_ca,Edmonton,CAN,2025,98.985796,23.053631,8.10554055E8,2.33224997E8,gee_ghsl_p2023a
winnipeg_ca,Winnipeg,CAN,2025,61.370081,12.417358,4.5384284E8,1.13953091E8,gee_ghsl_p2023a
leon_mx,Leon,MEX,2025,62.906375,3.021045,5.21613265E8,2.8274944E7,gee_ghsl_p2023a
merida_mx,Merida,MEX,2025,60.908141,1.57209,4.68309101E8,1.5086442E7,gee_ghsl_p2023a
queretaro_mx,Queretaro,MEX,2025,54.088922,3.556884,4.75860321E8,3.7751473E7,gee_ghsl_p2023a
tegucigalpa_hn,Tegucigalpa,HND,2025,37.859476,1.626109,5.07578705E8,2.0540976E7,gee_ghsl_p2023a
managua_ni,Managua,NIC,2025,54.594299,2.619424,4.07389239E8,2.1626969E7,gee_ghsl_p2023a
san_salvador_sv,San Salvador,SLV,2025,58.949483,2.996299,6.36185119E8,3.5280416E7,gee_ghsl_p2023a
port_au_prince_ht,Port-au-Prince,HTI,2025,70.35341,2.814954,6.81572601E8,2.4447022E7,gee_ghsl_p2023a
sydney_au,Sydney,AUS,2025,317.219992,31.881074,3.033180372E9,3.87309391E8,gee_ghsl_p2023a
melbourne_au,Melbourne,AUS,2025,419.539252,70.309234,3.423591771E9,7.1973711E8,gee_ghsl_p2023a
brisbane_au,Brisbane,AUS,2025,170.319278,28.189851,1.534398803E9,2.90398129E8,gee_ghsl_p2023a
perth_au,Perth,AUS,2025,199.992166,22.64046,1.899601747E9,2.61550631E8,gee_ghsl_p2023a
adelaide_au,Adelaide,AUS,2025,138.776496,14.257074,1.092533607E9,1.38558724E8,gee_ghsl_p2023a
canberra_au,Canberra,AUS,2025,4.398506,0.627514,3.9908682E7,9953012.0,gee_ghsl_p2023a
hobart_au,Hobart,AUS,2025,11.468886,1.212479,1.42491637E8,1.4912078E7,gee_ghsl_p2023a
gold_coast_au,Gold Coast,AUS,2025,36.962271,4.794802,3.44843649E8,4.9278705E7,gee_ghsl_p2023a
auckland_nz,Auckland,NZL,2025,205.579098,4.481773,2.252912492E9,6.2644782E7,gee_ghsl_p2023a
wellington_nz,Wellington,NZL,2025,13.995892,1.877197,2.44821125E8,3.621427E7,gee_ghsl_p2023a
christchurch_nz,Christchurch,NZL,2025,32.222197,4.746933,2.64791695E8,4.8380702E7,gee_ghsl_p2023a
darwin_au,Darwin,AUS,2025,8.463758098039209,0.36825457254901955,5.934884713725488E7,3068284.960784313,gee_ghsl_p2023a
newcastle_au,Newcastle,AUS,2025,27.735383,3.798154,2.59151002E8,4.043668E7,gee_ghsl_p2023a
geelong_au,Geelong,AUS,2025,27.189747,3.453066,2.10609609E8,3.1202956E7,gee_ghsl_p2023a
hamilton_nz,Hamilton,NZL,2025,28.787062,1.149756,2.63637778E8,1.3004727E7,gee_ghsl_p2023a
dunedin_nz,Dunedin,NZL,2025,8.162156,1.049009,9.7482686E7,1.3060228E7,gee_ghsl_p2023a
suva_fj,Suva,FJI,2025,22.561054,0.490323,2.50920372E8,4969879.0,gee_ghsl_p2023a
port_moresby_pg,Port Moresby,PNG,2025,8.447504,1.014441,6.0825219E7,8802148.0,gee_ghsl_p2023a
lae_pg,Lae,PNG,2025,5.346637,0.961696,3.2316906E7,7260092.0,gee_ghsl_p2023a
sao_paulo_br,Sao Paulo,BRA,2025,645.729061,37.782373,8.501538286E9,4.96037703E8,gee_ghsl_p2023a
rio_de_janeiro_br,Rio de Janeiro,BRA,2025,326.852557,11.968192,3.564746549E9,1.45504003E8,gee_ghsl_p2023a
brasilia_br,Brasilia,BRA,2025,64.612187,4.018026,5.72135605E8,4.2925303E7,gee_ghsl_p2023a
belo_horizonte_br,Belo Horizonte,BRA,2025,199.150893,13.634622,2.508894636E9,1.71090457E8,gee_ghsl_p2023a
porto_alegre_br,Porto Alegre,BRA,2025,148.905475,8.802043,1.355183553E9,9.433626E7,gee_ghsl_p2023a
recife_br,Recife,BRA,2025,93.276503,5.525315,8.83301979E8,5.2553817E7,gee_ghsl_p2023a
curitiba_br,Curitiba,BRA,2025,162.957769,7.067366,1.653856498E9,7.7930489E7,gee_ghsl_p2023a
buenos_aires_ar,Buenos Aires,ARG,2025,672.908097,28.938896,5.86776559E9,3.09667148E8,gee_ghsl_p2023a
cordoba_ar,Cordoba,ARG,2025,94.710475,5.458486,8.0868728E8,5.142031E7,gee_ghsl_p2023a
rosario_ar,Rosario,ARG,2025,57.076801,4.246133,4.96941957E8,4.3619209E7,gee_ghsl_p2023a
santiago_cl,Santiago,CHL,2025,222.766877,25.44606,1.865889227E9,2.45383843E8,gee_ghsl_p2023a
valparaiso_cl,Valparaiso,CHL,2025,32.341317,1.605634,3.40448361E8,1.688746E7,gee_ghsl_p2023a
lima_pe,Lima,PER,2025,272.341473,16.431393,2.536903761E9,1.48652479E8,gee_ghsl_p2023a
arequipa_pe,Arequipa,PER,2025,35.051938,1.326945,3.14009226E8,1.2106088E7,gee_ghsl_p2023a
bogota_co,Bogota,COL,2025,151.98184,16.201837,1.585272341E9,1.80048643E8,gee_ghsl_p2023a
medellin_co,Medellin,COL,2025,57.077061,3.059802,8.75524326E8,4.6023313E7,gee_ghsl_p2023a
quito_ec,Quito,ECU,2025,93.966531,4.766804,1.161405232E9,6.7787608E7,gee_ghsl_p2023a
guayaquil_ec,Guayaquil,ECU,2025,88.778288,5.205343,9.80587636E8,5.9640645E7,gee_ghsl_p2023a
la_paz_bo,La Paz,BOL,2025,78.028281,2.511123,7.79206645E8,3.013158E7,gee_ghsl_p2023a
santa_cruz_bo,Santa Cruz,BOL,2025,83.364812,4.452011,6.46848094E8,4.1753355E7,gee_ghsl_p2023a
asuncion_py,Asuncion,PRY,2025,113.297107,6.310299,9.06621744E8,5.9520942E7,gee_ghsl_p2023a
montevideo_uy,Montevideo,URY,2025,75.049396,2.993725,7.23067075E8,3.3850593E7,gee_ghsl_p2023a
caracas_ve,Caracas,VEN,2025,67.404004,3.992613,1.247929219E9,7.9044879E7,gee_ghsl_p2023a
maracaibo_ve,Maracaibo,VEN,2025,92.412065,4.832621,7.84202807E8,4.7501085E7,gee_ghsl_p2023a
salvador_br,Salvador,BRA,2025,65.732473,3.547368,8.23364746E8,4.5699805E7,gee_ghsl_p2023a
fortaleza_br,Fortaleza,BRA,2025,104.777876,5.190631,9.90466308E8,5.1817903E7,gee_ghsl_p2023a
manaus_br,Manaus,BRA,2025,76.794521,3.301937,7.91394306E8,3.5081307E7,gee_ghsl_p2023a
belem_br,Belem,BRA,2025,65.46579,1.794039,5.47271148E8,1.7004115E7,gee_ghsl_p2023a
mendoza_ar,Mendoza,ARG,2025,64.162058,1.858944,4.67052516E8,1.6364751E7,gee_ghsl_p2023a
la_plata_ar,La Plata,ARG,2025,58.869114,1.770017,4.46581434E8,1.7746262E7,gee_ghsl_p2023a
concepcion_cl,Concepcion,CHL,2025,20.969198,2.742248,1.7298335E8,2.4483567E7,gee_ghsl_p2023a
trujillo_pe,Trujillo,PER,2025,21.265761,0.519774,1.75463954E8,4263145.0,gee_ghsl_p2023a
cusco_pe,Cusco,PER,2025,16.175877,0.166938,1.94504447E8,1917127.0,gee_ghsl_p2023a
cali_co,Cali,COL,2025,49.000655,2.170065,5.76354264E8,2.9205392E7,gee_ghsl_p2023a
barranquilla_co,Barranquilla,COL,2025,45.734813,2.474708,3.61457136E8,2.0441872E7,gee_ghsl_p2023a
cartagena_co,Cartagena,COL,2025,25.482,3.514662,2.25597195E8,3.388739E7,gee_ghsl_p2023a
georgetown_gy,Georgetown,GUY,2025,7.511206,0.418069,5.0043703E7,3030523.0,gee_ghsl_p2023a
paramaribo_sr,Paramaribo,SUR,2025,26.380194,0.952294,1.98656597E8,8184519.0,gee_ghsl_p2023a
valencia_ve,Valencia,VEN,2025,76.129855,9.460813,6.26506572E8,9.5139703E7,gee_ghsl_p2023a
