kinetic_state,dynamic_weight
deep_cooling,0.4419087136929461
mixed_transition,0.10636942675159236
overheating,0.09090909090909093
recovery_rebound,0.13448275862068967
steady_cruise,0.03197158081705151
surge_expansion,0.2767741935483871
