selection_year,eval_year,n_eval,selected_alpha_dynamic,selected_alpha_graph,selected_alpha_critical,selected_alpha_base,base_roc_auc,selected_roc_auc,delta_auc,base_brier,selected_brier,delta_brier
2019,2020,295,0.0,0.0,0.2,0.8,0.7549727805695142,0.770571608040201,0.015598827470686749,0.18847247477449777,0.18168961227456867,-0.006782862499929099
2020,2021,295,0.30000000000000004,0.0,0.2,0.49999999999999994,0.7123993963782697,0.7288732394366199,0.0164738430583502,0.17860420784289024,0.1755428212121555,-0.0030613866307347415
2021,2022,295,0.0,0.0,0.2,0.8,0.7558555440175377,0.7745471328025845,0.01869158878504673,0.18227321423367776,0.17326314312134766,-0.009010071112330098
2022,2023,295,0.0,0.0,0.2,0.8,0.6996773116724158,0.7217091354178257,0.022031823745409906,0.19556904823988513,0.18639009612020993,-0.009178952119675204
2023,2024,295,0.45,0.0,0.2,0.35000000000000003,0.7450738916256158,0.7400109469074986,-0.0050629447181171905,0.17755435556452903,0.18294057256805416,0.005386217003525123
