auc,ap,brier
0.9509316229189896,0.899076119900945,0.08939203520126454
0.9452471474666735,0.8875398455574058,0.09447955590733766
0.9487044634353073,0.8946376689129302,0.0913312404666517
0.9433325359914251,0.8873165650325487,0.09609529183109232
0.9454228614522733,0.8873580673966035,0.09399956439321669
0.9549360433604337,0.9046207246897906,0.08752228717804685
0.948978849486118,0.8909994993699899,0.09076964263710265
0.9505853111618421,0.8986805636684713,0.0913353089995002
0.9371507069660834,0.8622766026333157,0.09890717910874557
0.9470943085166174,0.8925340898574482,0.09235847276534218
0.9498950434679754,0.8929377701568514,0.0911345602190623
0.9440389516274813,0.8870085518151675,0.09608126791883297
0.9532001376936317,0.9003785192244519,0.0878113154391736
0.9462621405125018,0.887898335913333,0.0940940342501308
0.9516641848334813,0.8903247087916942,0.08770149357387921
0.9503093370552511,0.8985637661027269,0.09013033301355666
0.9467185971745242,0.8862196916912712,0.0924808820091776
0.9450071365832236,0.8822917151527784,0.09335502230651158
0.95151821318761,0.8921363536843671,0.08857501569997253
0.9489072788012365,0.8892185235230766,0.09041630717806153
0.9476796739829225,0.8882907395391734,0.09287156676861714
0.9508048323673722,0.8926508035576989,0.08905169593160424
0.9457862142635003,0.8793814227881377,0.09177878806584859
0.9497871619475211,0.8925955097775832,0.09136932165772052
0.9487580126286849,0.8952038501300825,0.09266958959014446
0.9523494268169279,0.8959568723806829,0.08793952604330212
0.9470361990950227,0.8922378404393474,0.09304654254808727
0.9483951503102236,0.8900403794709505,0.09185119596279959
0.9503211661861044,0.8948007503742814,0.09054472732204621
0.9520411485478995,0.8959310107621613,0.08893610471220462
0.9479218200537513,0.8867318185529354,0.09088307289654297
0.948972151758362,0.8882196336899384,0.09054345071202202
0.9487788382297739,0.8982873765059877,0.0923452802457876
0.9522969561889929,0.8963678499333543,0.08810464718031774
0.949031983715893,0.8895188111969732,0.09064863893944619
0.9450004761425959,0.8921817829183942,0.09506908210520773
0.950206139135255,0.8970762537307668,0.09064592494137252
0.9429781842269259,0.8840036269036523,0.09546154904406026
0.9412543645174626,0.868530577831842,0.09593294862624019
0.9452465355396534,0.8812319303301612,0.09280569020360818
0.9525292943201377,0.8959776365367534,0.08876631286343355
0.9516144624903325,0.8912942724163657,0.0883460108093634
0.9440363143631436,0.8832132429047166,0.09537925693257067
0.9397468384926388,0.8747615952912303,0.096914065205156
0.9481902439024391,0.8938026010913935,0.0923347733297322
0.9484103755289285,0.8911126001360388,0.09162860490392234
0.9534147622210654,0.9003290602218056,0.08619729450140444
0.9580464782855722,0.9110023372367211,0.08421363167649862
0.9474556446909709,0.8946059962560907,0.0921554578433578
0.9486286462981435,0.8928713121494857,0.09122083152106238
0.9464134453781512,0.8785379163007798,0.0922142924120592
0.9493159859464206,0.8879894007713751,0.09122769559156894
0.9547673283436382,0.9041340756945497,0.0872256652749091
0.949462743820467,0.8852441221918422,0.08918879935616172
0.9488612466124661,0.8938199468875125,0.09223763446307734
0.9452528148020942,0.8816172030620135,0.09325438794491993
0.9459895034089396,0.8893072595143783,0.09389996835185822
0.9520047473529151,0.8932126242166316,0.08880258077232565
0.9502664435634122,0.8954584475876497,0.08958592071617807
0.9553255849757911,0.9045016399874595,0.08723229013693387
0.950741148511661,0.8920547976016494,0.08890087902072463
0.9488299188147212,0.8829730939787253,0.09281200096636374
0.9490079311033631,0.8873703352613523,0.08825421888138828
0.9473890430108928,0.8892925518731787,0.0921432384448249
0.940558608058608,0.877333054287798,0.09688743410707926
0.9502779703407686,0.8948663478177542,0.09141863399312282
0.9471514593615891,0.889203123583577,0.0929378387369179
0.9511432397252443,0.8921747702668739,0.08990302858238496
0.9561821213958874,0.898253391898376,0.08402465635228272
0.9506339654126983,0.8885431899235408,0.08793547279824934
0.9459852160928888,0.8889466307827012,0.09456848589036523
0.9417011594808451,0.8755089301469507,0.09701903967602529
0.945265903810601,0.8859798797335181,0.09555984968505432
0.9482983621226703,0.8978262841673406,0.09287852259950709
0.953577061542629,0.9011411909303638,0.08826611848834544
0.9472882021619402,0.8858255797592739,0.09066236891079404
0.9479401805869074,0.8872208988065671,0.09214106907568717
0.9437328959887231,0.8838473886214957,0.09530641144638258
0.9460231035487545,0.8817070047397704,0.09283045865628176
0.950378660709674,0.8943115322727901,0.0919341031394278
0.9373642705142207,0.8704968503580349,0.09890145555171535
0.949735344136952,0.8847628078476429,0.08911119581862134
0.947791770860063,0.8823796674937456,0.09131375939925623
0.9480863915746407,0.8879732261650575,0.09137509867362373
0.9475185705286366,0.8896250018455314,0.09298230164912036
0.9468176334086296,0.8824099338522513,0.09255094975941218
0.9389546830663634,0.8708031575773109,0.0984755715617321
0.9512527617167301,0.9005965392810868,0.09052268048161617
0.9495132791327913,0.8974645687478316,0.09099059018808277
0.9479183549210882,0.8828884784243071,0.09208665190520453
0.9438959642206595,0.8861310092577988,0.09473228039184944
0.9488766358561362,0.8912279892118934,0.09146166287432128
0.9496996715260793,0.8911431044613791,0.08998751539735418
0.9471232752761003,0.8886882064714406,0.09278792560358154
0.945485741635791,0.889133581085591,0.09521548523446904
0.9460323352305535,0.8863969123504274,0.09409798353243756
0.9511543834380076,0.8966748729141524,0.08925797499288526
0.9498347646292686,0.903983517220627,0.09189014418545356
0.9450836020307407,0.8846991239087878,0.09371831584625119
0.9482779153963414,0.892016136242357,0.09221684353623787
0.9530208857378747,0.907901081997061,0.0892471642293283
0.9410013262599469,0.8766084713543787,0.09586101070392238
0.9437933378357533,0.8812967864701223,0.09461408512548923
0.9498862354980903,0.8921254101089353,0.08900852836694054
0.9530222804601389,0.9011646434810081,0.08664974609537404
0.9478515870497757,0.8847464637655003,0.09068690264991695
0.9506814882111558,0.8950457962245882,0.09080956415890859
0.9450624865330748,0.8887325994140506,0.09406523350528337
0.9470742994681235,0.8892246362439129,0.09285022053156651
0.9508240003828339,0.8948733849603001,0.08979459346006614
0.9500310361076457,0.8932804380579509,0.08985035066861209
