lead_years,coef,stderr,t_value,p_value
1,-0.01674013461185029,0.034068159830252194,-0.49137184677010975,0.623961390190844
2,-0.0007920947106270153,0.03257651950899807,-0.024314896820337977,0.9806373345358794
