spec_id,outcome,control_set,controls_count,window,with_treated_trend,weighting,coef,stderr,t_value,p_value_norm,n_obs
214,livability,macro,4,late_start,0,population_weighted,1.697265994813474,0.2645311801628416,6.416128313375616,1.3978374013845496e-10,2655
215,livability,macro,4,late_start,1,unweighted,0.04723791273360062,0.15797139179721256,0.2990282746526649,0.7649184719684667,2655
216,livability,macro,4,late_start,1,population_weighted,1.1887187107940111,0.3150830260649439,3.7727158001491206,0.0001614801918217168,2655
217,livability,macro,4,trim_tail,0,unweighted,0.19005235855930416,0.11075416383811248,1.7159838688963471,0.0861649948964831,2950
218,livability,macro,4,trim_tail,0,population_weighted,1.5530883408569527,0.22694625650187214,6.843419075494382,7.73248132190929e-12,2950
219,livability,macro,4,trim_tail,1,unweighted,-0.23319978204233383,0.15343043175184426,-1.5199056626491616,0.12853468707567783,2950
220,livability,macro,4,trim_tail,1,population_weighted,0.878777136603599,0.30554470480577445,2.8761000363668914,0.004026220888166954,2950
221,livability,macro,4,exclude_2020,0,unweighted,0.15904937224436883,0.10901516142574544,1.4589656169312162,0.1445745713340978,2950
222,livability,macro,4,exclude_2020,0,population_weighted,1.3849279463273076,0.23129614284337124,5.987682843743533,2.1285160300976713e-09,2950
223,livability,macro,4,exclude_2020,1,unweighted,-0.25027974425549016,0.16040781868837814,-1.5602714774253297,0.11869574069674194,2950
224,livability,macro,4,exclude_2020,1,population_weighted,0.330749134866426,0.3296738095633867,1.0032617856555346,0.31573456896774177,2950
225,livability,full,7,full_window,0,unweighted,0.02416504829454233,0.11142300810781061,0.21687664607978208,0.8283044781799391,3245
226,livability,full,7,full_window,0,population_weighted,0.6074294521506943,0.2526122323370906,2.4045923925810877,0.016190512988935257,3245
227,livability,full,7,full_window,1,unweighted,-0.2338951333651891,0.14973108271410937,-1.562101396219643,0.11826410403533538,3245
228,livability,full,7,full_window,1,population_weighted,0.4105630712560002,0.30033638488671294,1.3670107649822876,0.17162193132018477,3245
229,livability,full,7,late_start,0,unweighted,0.028876117063661194,0.12694928962419652,0.2274618247108128,0.8200646507152713,2655
230,livability,full,7,late_start,0,population_weighted,0.8497982190800139,0.27868319225881855,3.04933430750567,0.002293491074487175,2655
231,livability,full,7,late_start,1,unweighted,0.01598956632419034,0.15726036384287848,0.10167575562883595,0.9190140466011689,2655
232,livability,full,7,late_start,1,population_weighted,0.8281711822771731,0.29952522561025124,2.7649463599930897,0.0056932156789872845,2655
233,livability,full,7,trim_tail,0,unweighted,0.037645438987457355,0.11611035866889081,0.3242211928292287,0.7457705783937469,2950
234,livability,full,7,trim_tail,0,population_weighted,0.7406911020742821,0.25513711475668865,2.903109971987579,0.0036947687011936736,2950
235,livability,full,7,trim_tail,1,unweighted,-0.25389168990479716,0.15424415140023937,-1.646037710992283,0.09975599521989986,2950
236,livability,full,7,trim_tail,1,population_weighted,0.5779388133299158,0.3002080537803988,1.9251276108424333,0.05421339548087811,2950
237,livability,full,7,exclude_2020,0,unweighted,0.03496866731382209,0.11544617529414808,0.3029001803197428,0.761965933930109,2950
238,livability,full,7,exclude_2020,0,population_weighted,0.44279612123244827,0.24343014273350833,1.8189864092434642,0.06891350356287251,2950
239,livability,full,7,exclude_2020,1,unweighted,-0.27138617637609525,0.16181127322097985,-1.6771771890421558,0.0935078382548411,2950
240,livability,full,7,exclude_2020,1,population_weighted,0.10078480889692025,0.31199496381938596,0.32303344792214217,0.7466699110773802,2950
241,innovation,none,0,full_window,0,unweighted,1.2838644874278302,0.15004153880100582,8.556727008315804,0.0,3245
242,innovation,none,0,full_window,0,population_weighted,3.113784513861951,0.30472578892518043,10.218316358601605,0.0,3245
243,innovation,none,0,full_window,1,unweighted,-0.41774872077157543,0.22233296479746448,-1.878932893069303,0.060253656816648515,3245
244,innovation,none,0,full_window,1,population_weighted,-0.05191375319619621,0.33782914255083324,-0.15366866459244183,0.8778709932964859,3245
245,innovation,none,0,late_start,0,unweighted,1.350876516836312,0.17092449146342897,7.903352558023235,2.6645352591003757e-15,2655
246,innovation,none,0,late_start,0,population_weighted,3.3813193180562497,0.32006274011625446,10.564551552698928,0.0,2655
247,innovation,none,0,late_start,1,unweighted,-0.0004890308032118637,0.23369870717639607,-0.002092569570112096,0.9983303722661092,2655
248,innovation,none,0,late_start,1,population_weighted,1.1054926367208437,0.2997138191935847,3.6884940430684905,0.00022558530663130405,2655
249,innovation,none,0,trim_tail,0,unweighted,1.2430909185666348,0.1639240972042893,7.583332406689672,3.375077994860476e-14,2950
250,innovation,none,0,trim_tail,0,population_weighted,3.225399649663625,0.31265694423604323,10.31609791218512,0.0,2950
251,innovation,none,0,trim_tail,1,unweighted,-0.4767844631100819,0.2273450671290373,-2.0971841136956226,0.03597728024004154,2950
252,innovation,none,0,trim_tail,1,population_weighted,0.08075508315957904,0.33350926288590194,0.2421374520779246,0.8086736589312182,2950
253,innovation,none,0,exclude_2020,0,unweighted,1.4295539279390068,0.15487273110890948,9.230507641359518,0.0,2950
254,innovation,none,0,exclude_2020,0,population_weighted,3.5086390030565062,0.30273492653033973,11.589805785771714,0.0,2950
255,innovation,none,0,exclude_2020,1,unweighted,-0.3986934550456922,0.2424797950755035,-1.6442337182013322,0.10012793457739555,2950
256,innovation,none,0,exclude_2020,1,population_weighted,0.03698876285725775,0.378970729597242,0.09760321831865018,0.9222473688622117,2950
257,innovation,baseline,3,full_window,0,unweighted,0.02926409009318648,0.13048666485769386,0.2242688180060492,0.8225481378769106,3245
258,innovation,baseline,3,full_window,0,population_weighted,-0.3439290059964297,0.24806128759329182,-1.3864678738599372,0.1656040834864978,3245
259,innovation,baseline,3,full_window,1,unweighted,-0.34481215858561476,0.18103989625122616,-1.9046197314824156,0.05682951981413975,3245
260,innovation,baseline,3,full_window,1,population_weighted,-0.7139997306464351,0.25959050353073854,-2.75048478636619,0.005950715474762003,3245
261,innovation,baseline,3,late_start,0,unweighted,0.21994079234134017,0.1518762371246397,1.4481580298887848,0.14757285935925024,2655
262,innovation,baseline,3,late_start,0,population_weighted,0.30800689811635895,0.24726569133535012,1.2456515760556104,0.2128923385441297,2655
263,innovation,baseline,3,late_start,1,unweighted,0.016680537980149616,0.18816793401614662,0.08864708042507533,0.9293623905722113,2655
264,innovation,baseline,3,late_start,1,population_weighted,0.2528833671254445,0.24254480904707243,1.0426253528945475,0.297121842464231,2655
265,innovation,baseline,3,trim_tail,0,unweighted,0.082651109107856,0.13925792791602856,0.5935109788341384,0.5528392377328857,2950
266,innovation,baseline,3,trim_tail,0,population_weighted,0.01687183751104837,0.24972774284928323,0.06756092582485293,0.9461351609694808,2950
267,innovation,baseline,3,trim_tail,1,unweighted,-0.40635818499865695,0.18520816016526256,-2.194061992927637,0.028230953144912085,2950
268,innovation,baseline,3,trim_tail,1,population_weighted,-0.39948529843028907,0.25295986145971533,-1.5792438220239473,0.11428014196602154,2950
269,innovation,baseline,3,exclude_2020,0,unweighted,0.0563652982560722,0.13896731859667485,0.4056011069743766,0.6850357153690132,2950
270,innovation,baseline,3,exclude_2020,0,population_weighted,-0.08569987308904803,0.26524496558186544,-0.32309707707759505,0.7466217238087598,2950
271,innovation,baseline,3,exclude_2020,1,unweighted,-0.3035325469448802,0.20261542902263957,-1.4980722268241697,0.13411448600880527,2950
272,innovation,baseline,3,exclude_2020,1,population_weighted,-0.5825350292666145,0.29940514697083453,-1.9456413330241114,0.051697838359411996,2950
273,innovation,digital_labor,2,full_window,0,unweighted,-0.17816472308141718,0.134122326185494,-1.3283748362298131,0.18405430820316182,3245
274,innovation,digital_labor,2,full_window,0,population_weighted,-0.768312582617266,0.2738208859709321,-2.8058947362358158,0.005017708103719487,3245
275,innovation,digital_labor,2,full_window,1,unweighted,-0.5630677196418934,0.19327042412898932,-2.9133672271868156,0.00357553850776382,3245
276,innovation,digital_labor,2,full_window,1,population_weighted,-1.2144889443315101,0.27125047475487285,-4.477370760102946,7.556794622942675e-06,3245
277,innovation,digital_labor,2,late_start,0,unweighted,0.029854284388564998,0.15624134266613943,0.19107800713386347,0.8484644779343609,2655
278,innovation,digital_labor,2,late_start,0,population_weighted,-0.009987858516551387,0.25276861816549195,-0.0395138391349363,0.9684807200999141,2655
279,innovation,digital_labor,2,late_start,1,unweighted,-0.18034770716176451,0.19908337548111135,-0.9058903423047273,0.3649938965929218,2655
280,innovation,digital_labor,2,late_start,1,population_weighted,-0.0955830520966705,0.23839007844966403,-0.4009523077398241,0.6884552374506714,2655
281,innovation,digital_labor,2,trim_tail,0,unweighted,-0.1997504023300219,0.1457491792921576,-1.370507904745162,0.17052840956288007,2950
282,innovation,digital_labor,2,trim_tail,0,population_weighted,-0.7307775513083238,0.29089029237762476,-2.512210171522847,0.011997761125020379,2950
283,innovation,digital_labor,2,trim_tail,1,unweighted,-0.6762169001794689,0.2014284284575563,-3.3571075610211443,0.0007876246570286405,2950
284,innovation,digital_labor,2,trim_tail,1,population_weighted,-1.2305689355558478,0.2770368177157426,-4.441896733085094,8.916935483549437e-06,2950
285,innovation,digital_labor,2,exclude_2020,0,unweighted,-0.13121166051150965,0.13954195194052493,-0.940302602098,0.34706236524948153,2950
286,innovation,digital_labor,2,exclude_2020,0,population_weighted,-0.41700243171177526,0.27602557478776485,-1.5107383873121432,0.1308551179279842,2950
287,innovation,digital_labor,2,exclude_2020,1,unweighted,-0.4954797427611983,0.208161651711634,-2.3802642738806936,0.017300225847326267,2950
288,innovation,digital_labor,2,exclude_2020,1,population_weighted,-1.0269356556409903,0.29968221217400925,-3.4267487822891014,0.000610853914121412,2950
289,innovation,macro,4,full_window,0,unweighted,1.2347233140389426,0.09144785320894136,13.501938763043778,0.0,3245
290,innovation,macro,4,full_window,0,population_weighted,2.651367746981885,0.2268782237872244,11.686303351301115,0.0,3245
291,innovation,macro,4,full_window,1,unweighted,-0.43395349678857453,0.13196092820465619,-3.2884998816889395,0.0010072282681932165,3245
292,innovation,macro,4,full_window,1,population_weighted,-0.4023005322352837,0.31830868841570137,-1.2638691524181445,0.20627699541988642,3245
293,innovation,macro,4,late_start,0,unweighted,0.9739936536669982,0.09950372412854251,9.788514572668234,0.0,2655
294,innovation,macro,4,late_start,0,population_weighted,3.1137966441878526,0.23351846741497317,13.334262932851864,0.0,2655
295,innovation,macro,4,late_start,1,unweighted,-0.29578299451065204,0.1291646058370388,-2.289969396754311,0.022023090760368014,2655
296,innovation,macro,4,late_start,1,population_weighted,0.500151250077618,0.27133061774403494,1.8433277240736814,0.06528117564784686,2655
297,innovation,macro,4,trim_tail,0,unweighted,1.2186829406733424,0.09762832887946006,12.482882321769823,0.0,2950
298,innovation,macro,4,trim_tail,0,population_weighted,2.742776829349745,0.20782245456323967,13.197692401015923,0.0,2950
299,innovation,macro,4,trim_tail,1,unweighted,-0.4043467618586827,0.13255439354391982,-3.050421423600031,0.0022852046775860835,2950
300,innovation,macro,4,trim_tail,1,population_weighted,-0.11689907434126923,0.30760461253240645,-0.3800303037684579,0.7039229205587509,2950
301,innovation,macro,4,exclude_2020,0,unweighted,1.3145022572851344,0.0966926590556918,13.59464379325864,0.0,2950
302,innovation,macro,4,exclude_2020,0,population_weighted,2.8240061391425795,0.2514525744886376,11.230770434089104,0.0,2950
303,innovation,macro,4,exclude_2020,1,unweighted,-0.5506601965559548,0.14920248611554965,-3.690690489765008,0.000223646133168387,2950
304,innovation,macro,4,exclude_2020,1,population_weighted,-0.8118209131861676,0.3544722566710727,-2.2902241230672247,0.02200832772036776,2950
305,innovation,full,7,full_window,0,unweighted,-0.1324051599055347,0.05062490696501501,-2.615415372457573,0.008911900282547514,3245
306,innovation,full,7,full_window,0,population_weighted,-0.7256258113100152,0.14795201695701987,-4.904467179523547,9.368128315312418e-07,3245
307,innovation,full,7,full_window,1,unweighted,-0.5248940538950745,0.07532876367089336,-6.968042860603735,3.213873611684903e-12,3245
308,innovation,full,7,full_window,1,population_weighted,-1.27165740338437,0.18537566395947067,-6.859893991599657,6.891154313848347e-12,3245
309,innovation,full,7,late_start,0,unweighted,-0.16549315348772503,0.05602462467305884,-2.953935960365434,0.0031374910522790067,2655
310,innovation,full,7,late_start,0,population_weighted,-0.389564137808564,0.11521853172240626,-3.3810892395950094,0.0007219909049009932,2655
311,innovation,full,7,late_start,1,unweighted,-0.37701931948497336,0.06714406385081571,-5.615080438423494,1.9647082627471946e-08,2655
312,innovation,full,7,late_start,1,population_weighted,-0.5486391828159737,0.12594321778186515,-4.356242380325885,1.3231425583182244e-05,2655
313,innovation,full,7,trim_tail,0,unweighted,-0.12285953850210457,0.054589129732045535,-2.2506227724305004,0.024409439837158375,2950
314,innovation,full,7,trim_tail,0,population_weighted,-0.6573305570792956,0.15273921482254313,-4.303613566712395,1.680346507493269e-05,2950
315,innovation,full,7,trim_tail,1,unweighted,-0.5241143536431422,0.07672329110962821,-6.831228771120451,8.419043240337487e-12,2950
316,innovation,full,7,trim_tail,1,population_weighted,-1.254211263652963,0.1862955190151768,-6.732374832648482,1.6691537041424453e-11,2950
317,innovation,full,7,exclude_2020,0,unweighted,-0.12436118903209259,0.05328163468088612,-2.3340347903534773,0.01959390029280872,2950
318,innovation,full,7,exclude_2020,0,population_weighted,-0.688628113526313,0.14906740740420246,-4.619575301655776,3.84526309415989e-06,2950
319,innovation,full,7,exclude_2020,1,unweighted,-0.5658304016746774,0.08377724334126305,-6.753986871706809,1.4383605417833678e-11,2950
320,innovation,full,7,exclude_2020,1,population_weighted,-1.5415711258648255,0.19671806529068767,-7.836449202501389,4.6629367034256575e-15,2950
