perm_coef
-0.3164620880660513
-0.36927585910520017
-0.2712768829957009
-0.3236997396511064
-0.3165910401389718
-0.020602928742088213
-0.397130734833159
-0.2561323774710928
-0.2953225675974079
-0.016276865297228674
-0.21011161945744047
-0.13606261321855118
-0.3355551834971909
-0.42222341519926543
-0.26203967075440243
-0.24711053711620715
-0.19960185320706064
-0.39523262738062676
-0.4138625754162616
-0.06300648371404045
-0.22729509671728226
-0.3692563213223443
-0.4153551337155212
-0.2904814282618888
-0.2501126256454881
-0.36457006614489246
-0.16528884259965093
-0.27456312698531216
-0.2409991930126642
-0.2312488434573202
-0.18283143770197757
-0.13131839112787327
-0.3321264096347343
-0.17899168846058544
-0.24536489703218645
-0.18874491368349874
-0.3496521599925257
-0.282108833904088
-0.2033964397510905
-0.2720184512884558
-0.1619847253209163
-0.3230465590603025
-0.2803268053853546
-0.37348788218069606
-0.26358069674185375
-0.44244907976998066
-0.4203638725296119
-0.30041904438995787
-0.34898259368448653
-0.399237296407356
-0.1544028760345217
-0.2026341522769102
-0.46838271183581887
-0.4138423267207179
-0.23829903707859643
-0.349908116702566
-0.20875327738088037
-0.21674645051845143
-0.2993348081775898
-0.2820429334035871
-0.20201879747088544
-0.18642369146669074
-0.26745436923473925
-0.023440203102495435
-0.40349479320343984
-0.3510858353028208
-0.1715573059521985
-0.16829373000394685
-0.33207625004054153
-0.21500904855411995
-0.12041321927017724
-0.12965302418870875
-0.09564578792346892
-0.28279785480980313
-0.33475961794562203
-0.07194717950763779
-0.2228994207883569
-0.315778724308607
-0.3097819288787076
-0.4423879256027861
-0.27747651922148864
-0.27793431774943017
-0.540258397891935
-0.046250190438106145
-0.22595712715320898
-0.17596960608853268
-0.2633085037282723
-0.62158178244926
-0.25847295654277974
-0.4476194911174866
-0.37015114032104784
-0.2548631788942214
-0.24886554398311575
-0.22094564593322388
-0.20683881794223305
-0.41725131606987165
-0.243159329219889
-0.2962567682603975
-0.2637216491014775
-0.3235463356897397
-0.2525889090848498
-0.2545570047197504
-0.29900835584926494
-0.3278404507284422
-0.12910583552823546
-0.4512496549992136
-0.340463096828269
-0.4487637224800218
-0.15084934650370765
-0.23777358206900914
-0.3132104745322217
-0.20271719744122185
-0.44972830322062973
-0.23979700613823723
-0.390121715370892
-0.32042185618695057
