city_id,city_name,year,composite_index,composite_smooth,velocity,acceleration,volatility,pulse_state,prob_accelerating_expansion,prob_decelerating_expansion,prob_deepening_contraction,prob_bottoming_recovery
abidjan_ci,Abidjan,2015,26.834238918195634,26.834238918195634,0.0,0.0,0.0,accelerating_expansion,0.4360898042539502,0.30594007867097706,0.04242349635302876,0.2155466207220438
abidjan_ci,Abidjan,2016,24.315201652411,25.574720285303318,-0.04630647995234671,-0.04630647995234671,0.03274362598718328,deepening_contraction,0.000160775983878143,0.014256799492291923,0.9821003159470372,0.0034821085767926235
abidjan_ci,Abidjan,2017,24.121814622709532,25.090418397772055,-0.01839226295978369,0.027914216992563023,0.02331583486483958,bottoming_recovery,0.1821878014862051,0.0319911630214802,0.22131331902979828,0.5645077164625164
abidjan_ci,Abidjan,2018,24.89246099087178,24.443159088664103,-0.025121226954366804,-0.006728963994583115,0.019120100412455196,deepening_contraction,0.044841544520353965,0.11191685596426643,0.6547276986156783,0.18851390089970133
abidjan_ci,Abidjan,2019,26.617366309789915,25.21054730779041,0.029714989981529882,0.05483621693589669,0.03211162792463743,accelerating_expansion,0.8905649045219505,0.009766826021641263,0.0017544304551135267,0.09791383900129476
abidjan_ci,Abidjan,2020,25.60649474379858,25.70544068148676,0.01870541673242032,-0.011009573249109561,0.027056762353063906,decelerating_expansion,0.3187141871254727,0.5493198375023566,0.07458810118708024,0.057377874185090515
abidjan_ci,Abidjan,2021,25.01385404025327,25.74590503128059,0.001514063190897641,-0.01719135354152268,0.023890844964441004,decelerating_expansion,0.1413115920239702,0.5069902595158062,0.26675777161203107,0.08494037684819246
abidjan_ci,Abidjan,2022,25.24939025358598,25.28991301254594,-0.017196048710372835,-0.018710111901270476,0.020517623869531976,deepening_contraction,0.045112125976277354,0.24361226981053047,0.6084641617798285,0.10281144243336361
abidjan_ci,Abidjan,2023,24.503482731408667,24.922242341749307,-0.01408395212982727,0.0031120965805455647,0.01648901675445533,bottoming_recovery,0.1799636011578215,0.16803233353685318,0.32037724672188095,0.3316268185834444
abidjan_ci,Abidjan,2024,25.43138223631507,25.061418407103236,0.005354620889967077,0.019438573019794347,0.011195952461863652,accelerating_expansion,0.6077846616357185,0.1071911973713983,0.02664035034498048,0.25838379064790273
abidjan_ci,Abidjan,2025,25.876106436929838,25.27032380155119,0.007983930796895855,0.0026293099069287784,0.012987211854477331,accelerating_expansion,0.4879469968283963,0.2967759118989488,0.05054196450214085,0.16473512677051397
abu_dhabi_ae,Abu Dhabi,2015,29.438100313131244,29.438100313131244,0.0,0.0,0.0,bottoming_recovery,0.29174421393359024,0.26494869297782275,0.12100246123234129,0.3223046318562458
abu_dhabi_ae,Abu Dhabi,2016,29.03883035603522,29.238465334583232,-0.006580322955881623,-0.006580322955881623,0.004652990984501402,deepening_contraction,0.06793623956893013,0.2615420866745809,0.49239421053691573,0.17812746321957326
abu_dhabi_ae,Abu Dhabi,2017,30.67248541027695,29.71647202648114,0.015684258290757036,0.02226458124663866,0.011438299599904535,accelerating_expansion,0.7680940713970299,0.013614057032180986,0.004885605108157398,0.21340626646263167
abu_dhabi_ae,Abu Dhabi,2018,31.86468770578655,30.525334490699574,0.025992433329625086,0.01030817503886805,0.014798247929752307,accelerating_expansion,0.8358626247459523,0.09088580101649427,0.0065916224855219665,0.06665995175203157
abu_dhabi_ae,Abu Dhabi,2019,31.096319639757365,31.21116425194029,0.02152161623089821,-0.004470817098726876,0.014453190080579105,decelerating_expansion,0.3617359069570973,0.5484795399655448,0.0466362769967411,0.04314827608061679
abu_dhabi_ae,Abu Dhabi,2020,31.39480671300432,31.451938019516078,0.007447056261325802,-0.014074559969572409,0.008011435431617406,decelerating_expansion,0.07229474073982708,0.7154846555172577,0.17609065062897897,0.036129953113936214
abu_dhabi_ae,Abu Dhabi,2021,30.73411133187701,31.0750792282129,-0.011680784027364055,-0.019127840288689857,0.016954737335818537,deepening_contraction,0.0012872157452617288,0.06842459342665747,0.9224116447665508,0.007876546061530008
abu_dhabi_ae,Abu Dhabi,2022,30.22229718215862,30.783738409013313,-0.009124592385269192,0.0025561916420948627,0.015509971664705295,deepening_contraction,0.038540486399914864,0.045834141018581784,0.7153171610136632,0.20030821156784026
abu_dhabi_ae,Abu Dhabi,2023,30.273823273449175,30.410077262494937,-0.011826014852591271,-0.002701422467322079,0.009245710600906553,deepening_contraction,0.03030035374500125,0.08025748913845134,0.714219966884265,0.17522219023228244
abu_dhabi_ae,Abu Dhabi,2024,30.50059670702953,30.33223905421244,-0.002481204162849693,0.009344810689741578,0.004377454117741015,bottoming_recovery,0.292866452715661,0.06615241698141341,0.10809565914798765,0.5328854711549379
abu_dhabi_ae,Abu Dhabi,2025,30.70955466373089,30.494658214736532,0.005170381776323563,0.0076515859391732555,0.007585777971970472,accelerating_expansion,0.4494269647002958,0.11752115529615319,0.08202660225921782,0.35102527774433306
abuja_ng,Abuja,2015,25.29818940487454,25.29818940487454,0.0,0.0,0.0,accelerating_expansion,0.6070098030896481,0.2954939578728103,0.011775592861423951,0.08572064617611756
abuja_ng,Abuja,2016,23.33504448416458,24.31661694451956,-0.0380391165294478,-0.0380391165294478,0.02689771724831783,deepening_contraction,9.432203085521138e-05,0.008568968115161606,0.9886781820485779,0.0026585278054052966
abuja_ng,Abuja,2017,24.221585117676348,24.284939668905157,-0.0012520278771042115,0.03678708865234359,0.02160953436048288,accelerating_expansion,0.7581467849593774,0.018158735355568067,0.009442399918416148,0.21425207976663857
abuja_ng,Abuja,2018,23.49066291038009,23.682430837407008,-0.0241172600769195,-0.02286523219981529,0.018484477758188064,deepening_contraction,0.009564015646451747,0.11686429895150717,0.8336090735854341,0.03996261181660697
abuja_ng,Abuja,2019,23.734302710427077,23.815516912827835,0.005377451073170558,0.02949471115009006,0.020142850554484944,accelerating_expansion,0.8675339424826292,0.03203274274554735,0.004113650626498684,0.09631966414532485
abuja_ng,Abuja,2020,23.17435027493532,23.466438631914162,-0.01416681279501164,-0.0195442638681822,0.013179808234776602,decelerating_expansion,0.07535066009290885,0.44615079869644686,0.39988109884322703,0.07861744236741729
abuja_ng,Abuja,2021,22.56312526386749,23.15725941640996,-0.012717394806271543,0.0014494179887400982,0.012282809210376704,accelerating_expansion,0.2864050649194504,0.2273826776627824,0.21827118322472575,0.2679410741930415
abuja_ng,Abuja,2022,22.462013368109517,22.733162968970777,-0.017711580430809892,-0.00499418562453835,0.010336477291175847,deepening_contraction,0.13848250123119057,0.2281987620945853,0.39773653147161797,0.23558220520260617
abuja_ng,Abuja,2023,21.956180697305925,22.327106443094312,-0.01725730040889406,0.0004542800219158316,0.0024148206810725246,bottoming_recovery,0.2421011187714607,0.20799329381057588,0.20101389225865318,0.3488916951593103
abuja_ng,Abuja,2024,21.364152960577194,21.92744900866421,-0.017281211618083603,-2.391120918954215e-05,0.002358905399827973,bottoming_recovery,0.23814780779097738,0.21384347679998686,0.2048080605913386,0.3432006548176971
abuja_ng,Abuja,2025,21.804434981303466,21.708256213062196,-0.009606271235875763,0.00767494038220784,0.003910788004796359,accelerating_expansion,0.4947972463319759,0.1732550179215215,0.056992324755156705,0.27495541099134596
accra_gh,Accra,2015,28.423742298085884,28.423742298085884,0.0,0.0,0.0,accelerating_expansion,0.36902443836959314,0.2719762311333966,0.07020682936596395,0.2887925011310463
accra_gh,Accra,2016,27.713683055385133,28.068712676735508,-0.01213947957774364,-0.01213947957774364,0.008583908329498133,deepening_contraction,0.024462487870841598,0.14579475841723724,0.7186769301494368,0.11106582356248436
accra_gh,Accra,2017,28.494164305784388,28.21052988641847,0.004866826793527235,0.017006306371270874,0.008758495150901378,accelerating_expansion,0.5686208151678637,0.060871517087844426,0.03360275041855809,0.33690491732573374
accra_gh,Accra,2018,27.73898110675131,27.982276155973608,-0.007844780705357657,-0.012711607498884891,0.007647643492036777,deepening_contraction,0.049968475822208376,0.26976462340751484,0.5545027501450093,0.1257641506252676
accra_gh,Accra,2019,27.968209548949606,28.0671183204951,0.0029231045628672625,0.01076788526822492,0.008245456881703143,accelerating_expansion,0.4746509632547323,0.11210371602196736,0.06936827927843717,0.3438770414448632
accra_gh,Accra,2020,30.556886670930908,28.754692442210608,0.023379268028395295,0.020456163465528032,0.012966034789646724,accelerating_expansion,0.9032026069992884,0.03964937644248093,0.0017747638848027206,0.055373252673427756
accra_gh,Accra,2021,28.700525562157875,29.075207260679463,0.010714304594019453,-0.012664963434375842,0.013149419949421398,decelerating_expansion,0.18758526121356892,0.6456827291427614,0.11732653698350021,0.04940547266016948
accra_gh,Accra,2022,28.68956889767221,29.315660376920334,0.007963269822526264,-0.002751034771493188,0.008709110073604451,decelerating_expansion,0.38870262484696005,0.3950095800727569,0.0796918663209005,0.1365959287593826
accra_gh,Accra,2023,28.459563482927205,28.616552647585763,-0.023331007023326578,-0.03129427684585284,0.019844997887011703,deepening_contraction,8.71063600085778e-05,0.01014463393767322,0.9876660123272636,0.0021022473750547787
accra_gh,Accra,2024,28.691814471661885,28.613648950753767,-9.804784572642333e-05,0.023232959177600154,0.015458669085443178,bottoming_recovery,0.36113676485625046,0.02629976879905459,0.09756513587364622,0.5149983304710487
accra_gh,Accra,2025,28.5873846060693,28.579587520219462,-0.0011508556154198324,-0.001052807769693409,0.013417096684136532,deepening_contraction,0.16575004709591967,0.2122668170403055,0.40088283384416956,0.2211003020196052
addis_ababa_et,Addis Ababa,2015,31.016898036383708,31.016898036383708,0.0,0.0,0.0,accelerating_expansion,0.4925379712759442,0.2897856445304145,0.029103533318815624,0.1885728508748258
addis_ababa_et,Addis Ababa,2016,29.05846562197121,30.03768182917746,-0.03106181787245621,-0.03106181787245621,0.021964022053595284,deepening_contraction,4.823614543058906e-05,0.006110239465879028,0.992193687043355,0.001647837345335314
addis_ababa_et,Addis Ababa,2017,29.01665712622888,29.69734026152793,-0.011025994780039294,0.020035823092416916,0.015747186507551757,bottoming_recovery,0.20580715118278606,0.023654772099349224,0.1896775869893287,0.580860489728536
addis_ababa_et,Addis Ababa,2018,29.949660496190766,29.341594414796948,-0.011656490292706323,-0.0006304955126670286,0.012912143271724788,deepening_contraction,0.10166822340119702,0.1343983299105666,0.5091686790719968,0.25476476761623956
addis_ababa_et,Addis Ababa,2019,29.873178852667273,29.61316549169564,0.008910637141245736,0.02056712743395206,0.016321436959642912,accelerating_expansion,0.780035157198678,0.04434982722021919,0.012424044131761167,0.1631909714493417
addis_ababa_et,Addis Ababa,2020,28.05271538791171,29.291851578923247,-0.010551409695666703,-0.01946204683691244,0.010004545837814401,deepening_contraction,0.03328124158062187,0.38211384402756876,0.5251244745463854,0.059480439845423935
addis_ababa_et,Addis Ababa,2021,29.11452909378133,29.01347444478677,-0.009232322575684293,0.0013190871199824095,0.009745865654783449,bottoming_recovery,0.19506838888594416,0.17263582443095937,0.30225613637628895,0.33003965030680743
addis_ababa_et,Addis Ababa,2022,29.94459895260379,29.03728114476561,0.0007928859842754044,0.010025208559959697,0.009150473485898413,accelerating_expansion,0.5662203137752825,0.1237911741705589,0.04399807999816669,0.2659904320559921
addis_ababa_et,Addis Ababa,2023,29.418232906465406,29.49245365095017,0.015039916750200888,0.014247030765925484,0.01182502050305475,accelerating_expansion,0.8531283743699265,0.07537059511425138,0.0035625276935113783,0.06793850282231073
addis_ababa_et,Addis Ababa,2024,29.058236883130956,29.47368958073338,-0.0006155570883978889,-0.015655473838598777,0.010057959181132232,decelerating_expansion,0.12252525147535097,0.6414492948569268,0.1752424398836853,0.06078301378403697
addis_ababa_et,Addis Ababa,2025,29.480880392874045,29.319116727490137,-0.005085245960200879,-0.00446968887180299,0.008706358722856805,decelerating_expansion,0.2263014028426328,0.34210069678663674,0.2232131482139544,0.20838475215677602
adelaide_au,Adelaide,2015,34.89972225846002,34.89972225846002,0.0,0.0,0.0,accelerating_expansion,0.3331775937303856,0.28908986715470925,0.08551843286954368,0.2922141062453616
adelaide_au,Adelaide,2016,34.17856543102378,34.5391438447419,-0.010094826400787849,-0.010094826400787849,0.007138120202898076,deepening_contraction,0.09582306827115519,0.2855160924923496,0.40357561092805044,0.2150852283084447
adelaide_au,Adelaide,2017,36.119809030052835,35.06603223984555,0.014716754666735277,0.024811581067523125,0.012477332400885948,accelerating_expansion,0.6786493225888207,0.061710282695324414,0.01658253984848213,0.24305785486737283
adelaide_au,Adelaide,2018,36.172598124667566,35.49032419524806,0.011695647707481882,-0.0030211069592533946,0.011382892746987835,decelerating_expansion,0.3669818833837913,0.4020492538584065,0.08403049879057876,0.14693836396722337
adelaide_au,Adelaide,2019,36.66532600343553,36.31924438605197,0.022461993979229433,0.010766346271747551,0.013950555250300914,accelerating_expansion,0.6752612820016436,0.18426418361956756,0.018703229466353045,0.1217713049124357
adelaide_au,Adelaide,2020,33.389898053079285,35.409274060394125,-0.024685604813554196,-0.04714759879278363,0.020984255150884097,deepening_contraction,0.000542647934639297,0.07399046398371983,0.9208804887698471,0.004586399311793676
adelaide_au,Adelaide,2021,34.257601734178394,34.77094193023107,-0.017687638179002096,0.0069979666345521,0.022705997386730067,deepening_contraction,0.03812471368031024,0.03976249911654015,0.6878802031293966,0.2342325840737531
adelaide_au,Adelaide,2022,33.78324711831193,33.810248968523204,-0.027224031880816124,-0.009536393701814028,0.023183953060184066,deepening_contraction,0.004306140623045092,0.023684680266424937,0.9165996305774885,0.05540954853304143
adelaide_au,Adelaide,2023,35.05809202064671,34.36631362437901,0.015847920546007366,0.04307195242682349,0.019935628526086647,accelerating_expansion,0.6947697633928331,0.01426162461797885,0.008965871446570052,0.282002740542618
