dose_bin,dose_range_low,dose_range_high,coef,stderr,t_value,p_value,ci95_low,ci95_high,n_rows_bin
dose_bin_1,0.0833333333333333,0.7253507024807188,-0.2600534188105075,0.1642276219218895,-1.583493786046509,0.11564883635486228,-0.5819395577774109,0.06183272015639596,150
dose_bin_2,0.7253507024807188,0.8051253495891727,-0.2978398550225868,0.22938833610298087,-1.2984088907156792,0.19636053744888943,-0.7474409937844293,0.15176128373925568,150
dose_bin_3,0.8051253495891727,0.9164673483917161,-0.12571643050997122,0.19484582390255925,-0.645209776591573,0.5198862802104912,-0.5076142453589874,0.2561813843390449,149
dose_bin_4,0.9164673483917161,1.0,-0.1529899084537647,0.21695184386084024,-0.70517911132342,0.48191370481702644,-0.5782155224210115,0.27223570551348214,150
