alpha_dynamic,alpha_graph,alpha_critical,alpha_base,selection_objective,mean_continent_gain,std_continent_gain,worst_continent_gain,share_positive_continent_gain,robust_score
0.2,0.05,0.2,0.55,0.6948333572863051,0.03830380070232098,0.038698742477685816,0.007064450401348288,1.0,0.03622168162634753
0.2,0.1,0.0,0.7000000000000001,0.666200496913738,0.009757643065541092,0.028513140314665987,-0.018355952051693825,0.3333333333333333,-0.004931451481027792
0.2,0.1,0.05,0.65,0.673526595586884,0.0173086663878755,0.02918335857684609,-0.007446798289949652,0.6666666666666666,0.01034888398701605
0.2,0.1,0.1,0.6000000000000001,0.6807807594715116,0.02553550267920816,0.03229917283141066,-0.0017233368917607406,0.6666666666666666,0.022477961394408337
0.2,0.1,0.15000000000000002,0.55,0.6887975273458562,0.03140961824240066,0.03539292236297383,0.0013984114710381412,1.0,0.029471248176795195
0.2,0.1,0.2,0.5,0.6957409138978,0.04040431346354408,0.03963156330022138,0.007086405454777789,1.0,0.03826571985399769
0.2,0.15000000000000002,0.0,0.65,0.6668866533748018,0.010049023237976185,0.028897372990506924,-0.018333242457617915,0.3333333333333333,-0.00464119007758556
0.2,0.15000000000000002,0.05,0.6,0.674379272832122,0.01820318298941907,0.029767453762332113,-0.0074243399798256116,0.6666666666666666,0.011229447335712326
0.2,0.15000000000000002,0.1,0.55,0.6817999575009236,0.025152166328870813,0.03308406914819579,-0.0017011298655885687,0.6666666666666666,0.022067762217636937
0.2,0.15000000000000002,0.15000000000000002,0.5,0.689482522892501,0.03283700702876039,0.03672511997358977,0.0014203672132584444,1.0,0.03080576106523854
0.2,0.15000000000000002,0.2,0.45,0.696314250635874,0.04042596792014164,0.03964974635078824,0.007108109913046223,1.0,0.038297386401311376
0.2,0.2,0.0,0.6000000000000001,0.6669604103696994,0.010934254609890578,0.028083509500977374,-0.01572680413053773,0.3333333333333333,-0.0018648676576547205
0.2,0.2,0.05,0.55,0.6749533661224877,0.019354850453741673,0.02943762272337493,-0.004818152936697184,0.6666666666666666,0.014243314079148715
0.2,0.2,0.1,0.5000000000000001,0.6830412948424045,0.026649438133374392,0.03383851329366938,-0.0016791734345774634,0.6666666666666666,0.02354487473904002
0.2,0.2,0.15000000000000002,0.45000000000000007,0.690612201425411,0.03452154667789934,0.03714802016945255,0.004026051688483134,1.0,0.03247906226936667
0.2,0.2,0.2,0.4000000000000001,0.6973879062787621,0.04011054081389039,0.03986073486495513,0.007129563776153591,1.0,0.037986553326784536
0.2,0.25,0.0,0.55,0.6676457581065092,0.011759060364216848,0.029210802292772245,-0.015704595726783843,0.3333333333333333,-0.0011009924893081247
0.2,0.25,0.05,0.5,0.6754157832136286,0.019317671840660206,0.03130469328935566,-0.00738017514506073,0.6666666666666666,0.012272602616757127
0.2,0.25,0.1,0.45000000000000007,0.6838371404733665,0.027472928038328903,0.034984258107699284,-0.0016574675987274246,0.6666666666666666,0.024307816056586405
0.2,0.25,0.15000000000000002,0.4,0.6914632960034492,0.0364727991179837,0.037981251835750955,0.006631485568546536,1.0,0.03438067806770792
0.2,0.25,0.2,0.35000000000000003,0.6980717061296802,0.04125985327800689,0.039555951252119324,0.009734746372265346,1.0,0.03917392447694626
0.25,0.0,0.0,0.75,0.6700679718810143,0.01004867370773932,0.032018249635693795,-0.023672490939134816,0.6666666666666666,-0.008565057306374956
0.25,0.0,0.05,0.7,0.6770617628209429,0.01779866369442133,0.033305635100588794,-0.012763739768140048,0.6666666666666666,0.006857943481610363
0.25,0.0,0.1,0.65,0.684150526728,0.022740913166548138,0.03503964081853955,-0.0070406809607007625,0.6666666666666666,0.015809388939649754
0.25,0.0,0.15000000000000002,0.6,0.6918906227876762,0.03269429360578191,0.039283074380655834,-0.0013353558604860538,0.6666666666666666,0.02957182418525804
0.25,0.0,0.2,0.55,0.6982791579322067,0.039217015320332914,0.04070234723842659,0.0043522355325043005,1.0,0.03704352387641824
0.25,0.05,0.0,0.7,0.670642906152537,0.013121657415349985,0.03066348435717422,-0.01589816381053144,0.3333333333333333,6.983529897009193e-05
0.25,0.05,0.05,0.6499999999999999,0.6776919460395415,0.01808952245169304,0.033695387939313676,-0.012741601907984679,0.6666666666666666,0.007145722178264816
0.25,0.05,0.1,0.6,0.6846134152194788,0.02356530203332204,0.036183442021815886,-0.007018794384497262,0.6666666666666666,0.016566852083333576
