channel,outcome_variable,weight_in_composite,status,coef,stderr,t_value,p_value,weighted_contribution,n_obs
economic_activity_observed,log_viirs_ntl,0.45,ok,0.014181831443572848,0.046866120877537325,0.30260305692102035,0.7626581331650111,0.006381824149607781,1496
physical_built_environment_observed,physical_built_expansion_primary,0.35,ok,-0.32268950886218345,0.8248822369724517,-0.39119463894209205,0.6962700952733052,-0.1129413281017642,1496
knowledge_capital_observed,knowledge_capital_raw,0.2,ok,-1327.341966376322,1199.3177065558168,-1.1067475774940099,0.2703712830419326,-265.4683932752644,1496
