estimator,value,delta_vs_behavior,ci_low,ci_high,ci_contains_zero_uplift,effective_sample_size,weight_mean,weight_p95,weight_max,n_rows
behavior,-28.227080606067744,0.0,-28.65925060067137,-27.838685412391847,,2336.3783227936274,0.8841773994349363,1.7171233340425873,2.9163317895211383,2950
ips,-23.27085717983715,4.9562234262305935,-23.683291221685057,-22.79876274677581,False,2336.3783227936274,0.8841773994349363,1.7171233340425873,2.9163317895211383,2950
snips,-26.319217381838964,1.9078632242287803,-26.695753844387035,-25.97481832320014,False,2336.3783227936274,0.8841773994349363,1.7171233340425873,2.9163317895211383,2950
dr,-26.071724585002848,2.1553560210648968,-26.47220993065926,-25.699741205033053,False,2336.3783227936274,0.8841773994349363,1.7171233340425873,2.9163317895211383,2950
