policy_type,year,event_count,country_coverage,mean_intensity,z_event_count,z_country_coverage,z_mean_intensity,shock_index_raw,shock_index_type,is_shock_year_type
innovation,2025,0.0,0.0,0.0,-0.5870852728923277,-0.5870852728923277,-3.0660566186828566,-0.9589309747609069,0.0,0
institutional,2015,15.0,15.0,0.7559249887599475,-0.6732831538525497,-0.6732831538525497,0.342630522094764,-0.5208961024604526,0.5853968512569675,0
institutional,2016,20.0,20.0,0.7071044774604379,-0.012022913461652547,-0.012022913461652547,0.11788578979611178,0.007463392027012102,0.7254658323986138,0
institutional,2017,24.0,24.0,0.7513589654658667,0.5169852788510652,0.5169852788510652,0.32161087982592285,0.48767911899729377,0.8527718206636137,0
institutional,2018,17.0,17.0,0.77256176720436,-0.40877905769619083,-0.40877905769619083,0.419217764183706,-0.28457953441420636,0.6480447666601676,0
institutional,2019,20.0,20.0,0.7467745874545526,-0.012022913461652547,-0.012022913461652547,0.30050674180107273,0.03485653482775624,0.7327278001353532,0
institutional,2020,28.0,28.0,0.8044059836705362,1.0459934711637828,1.0459934711637828,0.5658122941148784,0.9739662946064471,0.9816873600652416,1
institutional,2021,25.0,25.0,0.7427690290014514,0.6492373269292446,0.6492373269292446,0.28206719378556705,0.5941618069576929,0.8810005584216153,1
institutional,2022,29.0,29.0,0.7416471627355478,1.1782455192419623,1.1782455192419623,0.2769026937241364,1.0430440954142883,1.0,1
institutional,2023,23.0,23.0,0.771324095950794,0.38473323077288574,0.38473323077288574,0.41352015702736267,0.3890512697110573,0.8266254137080313,0
institutional,2024,20.0,20.0,0.7025911033526975,-0.012022913461652547,-0.012022913461652547,0.09710851752657731,0.004346801186581931,0.724639618981028,0
institutional,2025,0.0,0.0,0.0,-2.657063875025241,-2.657063875025241,-3.137262553880101,-2.72909367685347,0.0,0
urban,2015,79.0,70.0,0.6838785724273125,0.6621140973350258,0.999390339986429,-2.398210977204066,0.3211120210821532,0.5826705905455816,0
urban,2016,40.0,32.0,0.7419820880455991,-0.8900550160897072,-0.9168718715471824,-0.6441048624396375,-0.8625483924523131,0.27002649093792874,0
urban,2017,65.0,53.0,0.8027269685455876,0.10492518482358322,0.14211514008981338,1.1897422841886054,0.2806642340715171,0.5719869841611274,0
urban,2018,49.0,38.0,0.767398188325452,-0.5318621437609226,-0.6143041539366122,0.12319013580526783,-0.46245900538748536,0.37570341039149846,0
urban,2019,62.0,51.0,0.7695319241940548,-0.014472439286011624,0.04125923421962331,0.18760618868228796,0.03534544063620554,0.5071901282272566,0
urban,2020,118.0,92.0,0.775658422326275,2.2142832107597585,2.1088053045585196,0.37256105279791374,1.901107619895048,1.0,1
urban,2021,63.0,50.0,0.7487843455290603,0.02532676875051999,-0.009168718715471726,-0.438749277343404,-0.05635805877666571,0.4829681827461229,0
urban,2022,70.0,58.0,0.7988129818290369,0.3039212250062413,0.39425490476528857,1.0715816538110614,0.4506870772426309,0.6168956742787919,1
urban,2023,71.0,52.0,0.7934061505185676,0.3437204330427729,0.09168718715471834,0.9083530477229091,0.34020368918397426,0.5877133353357689,1
urban,2024,59.0,46.0,0.7805087801436068,-0.13387006339560648,-0.21088053045585187,0.5189900978503865,-0.06289470267979343,0.48124163759501254,0
urban,2025,10.0,10.0,0.7338052091802989,-2.0840312571856554,-2.026286836119273,-0.8909593438713416,-1.8848599228152745,0.0,0
