year,feature,importance_perm_auc,importance_tree_gain,n_train,n_test,auc,brier
2019,stall_probability_base_pre_fusion,0.04529411764705889,0.15474330655821805,206,89,0.6604278074866311,0.20694863472216676
2020,acceleration_score,0.006410256410256476,0.10489925300325546,206,89,0.706959706959707,0.21764859078902785
2020,growth_1,0.016300366300366343,0.11510617248233433,206,89,0.706959706959707,0.21764859078902785
2020,accel_1,0.015018315018315031,0.0822554699122236,206,89,0.706959706959707,0.21764859078902785
2020,critical_transition_score,0.0020757020757021126,0.08180969124408086,206,89,0.706959706959707,0.21764859078902785
2020,dynamic_hazard_score,0.03070818070818072,0.14638756493801913,206,89,0.706959706959707,0.21764859078902785
2020,graph_diffusion_score,0.003663003663003672,0.16559370088042624,206,89,0.706959706959707,0.21764859078902785
2020,dynamic_pulse_index,0.019597069597069618,0.10358418353303983,206,89,0.706959706959707,0.21764859078902785
2020,regime_switch_rate_3y,0.007264957264957295,0.015253083337404655,206,89,0.706959706959707,0.21764859078902785
2020,regime_forward_risk,-0.003296703296703263,0.0243232663564657,206,89,0.706959706959707,0.21764859078902785
2020,regime_transition_entropy,-0.0023199023199022895,0.017507174881667902,206,89,0.706959706959707,0.21764859078902785
2020,stall_probability_base_pre_fusion,-0.02704517704517705,0.14328043943108226,206,89,0.706959706959707,0.21764859078902785
2021,acceleration_score,0.027476255088195334,0.16458710554204167,206,89,0.8256445047489823,0.14370205748378415
2021,growth_1,0.009905020352781502,0.14925927772227332,206,89,0.8256445047489823,0.14370205748378415
2021,accel_1,0.025508819538670215,0.12836569334858128,206,89,0.8256445047489823,0.14370205748378415
2021,critical_transition_score,-0.004748982360922716,0.08425946187946275,206,89,0.8256445047489823,0.14370205748378415
2021,dynamic_hazard_score,0.0060379918588873375,0.08823550984522158,206,89,0.8256445047489823,0.14370205748378415
2021,graph_diffusion_score,0.0015603799185888278,0.09053834837259153,206,89,0.8256445047489823,0.14370205748378415
2021,dynamic_pulse_index,0.013500678426051493,0.09246444383512183,206,89,0.8256445047489823,0.14370205748378415
2021,regime_switch_rate_3y,0.006580732700135661,0.034031857880488556,206,89,0.8256445047489823,0.14370205748378415
2021,regime_forward_risk,-0.0033921302578019175,0.03682389241304705,206,89,0.8256445047489823,0.14370205748378415
2021,regime_transition_entropy,0.0007462686567163868,0.025921866688986186,206,89,0.8256445047489823,0.14370205748378415
2021,stall_probability_base_pre_fusion,-0.0061736770691995235,0.10551254247218421,206,89,0.8256445047489823,0.14370205748378415
2022,acceleration_score,-0.0047499999999999765,0.08196721619705384,206,89,0.779375,0.1678011586413481
2022,growth_1,-0.00024999999999997247,0.08948297367326942,206,89,0.779375,0.1678011586413481
2022,accel_1,0.009812500000000024,0.07841129799531545,206,89,0.779375,0.1678011586413481
2022,critical_transition_score,0.009375000000000022,0.09008098572307745,206,89,0.779375,0.1678011586413481
2022,dynamic_hazard_score,0.020000000000000052,0.147716531890023,206,89,0.779375,0.1678011586413481
2022,graph_diffusion_score,0.011437500000000012,0.1491443489450679,206,89,0.779375,0.1678011586413481
2022,dynamic_pulse_index,0.0033125000000000402,0.1609481480498046,206,89,0.779375,0.1678011586413481
2022,regime_switch_rate_3y,0.004937500000000028,0.024948980432026133,206,89,0.779375,0.1678011586413481
2022,regime_forward_risk,0.007250000000000023,0.031662843299117845,206,89,0.779375,0.1678011586413481
2022,regime_transition_entropy,0.0046250000000000345,0.029405071755449652,206,89,0.779375,0.1678011586413481
2022,stall_probability_base_pre_fusion,0.009125000000000005,0.1162316020397948,206,89,0.779375,0.1678011586413481
2023,acceleration_score,0.010576923076923084,0.09212853210142091,206,89,0.7525641025641026,0.17281333004945468
2023,growth_1,0.008461538461538454,0.11153748967850328,206,89,0.7525641025641026,0.17281333004945468
2023,accel_1,0.02532051282051283,0.11044723838218327,206,89,0.7525641025641026,0.17281333004945468
2023,critical_transition_score,-0.0019871794871794803,0.07620107766274162,206,89,0.7525641025641026,0.17281333004945468
2023,dynamic_hazard_score,0.03282051282051279,0.18512981946043877,206,89,0.7525641025641026,0.17281333004945468
2023,graph_diffusion_score,-0.005320512820512835,0.10359887469805637,206,89,0.7525641025641026,0.17281333004945468
2023,dynamic_pulse_index,0.021602564102564094,0.13775915357321916,206,89,0.7525641025641026,0.17281333004945468
2023,regime_switch_rate_3y,0.0019230769230769273,0.02746834365071442,206,89,0.7525641025641026,0.17281333004945468
2023,regime_forward_risk,0.00525641025641026,0.029185801312625742,206,89,0.7525641025641026,0.17281333004945468
2023,regime_transition_entropy,0.00525641025641026,0.02829655879664802,206,89,0.7525641025641026,0.17281333004945468
2023,stall_probability_base_pre_fusion,0.004935897435897429,0.09824711068344842,206,89,0.7525641025641026,0.17281333004945468
2024,acceleration_score,-0.018188405797101403,0.106248242661612,206,89,0.7355072463768116,0.15512455517488022
2024,growth_1,0.0025362318840580047,0.13645482282809937,206,89,0.7355072463768116,0.15512455517488022
2024,accel_1,0.011159420289855115,0.10765105061071037,206,89,0.7355072463768116,0.15512455517488022
2024,critical_transition_score,0.003260869565217406,0.0961477279497584,206,89,0.7355072463768116,0.15512455517488022
2024,dynamic_hazard_score,0.0614492753623189,0.1578548441902513,206,89,0.7355072463768116,0.15512455517488022
2024,graph_diffusion_score,0.01492753623188412,0.11585980723054311,206,89,0.7355072463768116,0.15512455517488022
2024,dynamic_pulse_index,0.021086956521739163,0.08490212725874806,206,89,0.7355072463768116,0.15512455517488022
2024,regime_switch_rate_3y,0.007608695652174003,0.034917833189162216,206,89,0.7355072463768116,0.15512455517488022
2024,regime_forward_risk,0.005434782608695676,0.026548592918523975,206,89,0.7355072463768116,0.15512455517488022
2024,regime_transition_entropy,0.0034782608695652305,0.020828451250899976,206,89,0.7355072463768116,0.15512455517488022
2024,stall_probability_base_pre_fusion,0.006811594202898596,0.11258649991169128,206,89,0.7355072463768116,0.15512455517488022
