action,selected_city_count,selected_share,mean_best_q_value,mean_q_advantage,mean_policy_confidence,mean_expected_delta_risk_h1,mean_expected_delta_accel_h1,selected_by_rule_count,mean_q_if_forced,mean_delta_risk_if_forced,mean_delta_accel_if_forced
resilience_upgrade,140,0.4745762711864407,-84.01809807653122,7.018782196843877,0.5683142153589582,-0.1192306788913524,3.039751596688239,0,-91.74055422163212,-0.1082102724198927,2.985165447546718
innovation_pulse,136,0.4610169491525424,-91.12134068948704,5.474423353594938,0.5092815793427407,-0.0673504107250076,6.664176743717669,86,-93.20480154438016,-0.0627908091075925,6.62425591268536
wait_observe,10,0.0338983050847457,-97.18141719330372,0.4339860231347131,0.3561581732259101,-0.0095808015885069,0.2,10,-101.77723164811208,-0.0092359520575034,0.1999999999999999
anti_overheating,9,0.0305084745762711,-67.46186944046798,14.443035501536164,0.8304430373856612,-0.1335464551799168,-1.8199999999999996,9,-97.33014851823069,-0.0688935981247993,-1.0113220338983049
