event_type,n_rows,n_obs_total,pre_signal_mean,impact_signal,post_signal_mean,growth_impact,risk_impact,post_risk_relief,absorption_score_0_100
enter_deep_cooling,5,3379,0.1063994168718148,-0.5034719399642773,0.1453365531103233,-1.944234349902332,-20.388254571416272,2.8114641551903112,100.0
enter_recovery_rebound,5,320,-0.1513559352515103,-0.0724272290021161,0.1875695497525688,0.7465996468154424,-5.058487930931408,3.3613268462626813,74.5985921203233
enter_overheating,5,462,0.0755032878260324,0.0521776908516016,-0.101592133251833,-0.8692957361785212,1.3116811565909463,5.214658191938103,71.40105967240783
enter_surge_expansion,5,3743,-0.0907929991103335,0.4918705292908599,-0.1551422655350969,1.749420213114383,19.509761778682737,-3.964520940165469,0.0
