rel_year,n_variants,weighted_mean,ci_low_95,ci_high_95,boot_std,boot_se,signal_to_noise,post_period
-3,5,0.0387295214127068,0.0387295214127068,0.0387295214127068,1.2155448898373037e-17,1.2155448898373037e-17,1.9364760706353408,0
-2,5,0.0232099144829191,0.023209914482919,0.0232099144829191,6.21239330099096e-18,6.21239330099096e-18,1.160495724145955,0
-1,5,0.0,0.0,0.0,0.0,0.0,0.0,0
0,5,-0.0076657241706922,-0.0076657241706922,-0.0076657241706921,1.487901484877357e-17,1.487901484877357e-17,-0.383286208534611,1
1,5,0.050792550080346,0.0507925500803459,0.050792550080346,1.8476230206474414e-17,1.8476230206474414e-17,2.539627504017301,1
2,5,0.0903273798292963,0.0903273798292962,0.0903273798292963,2.672600359433891e-17,2.672600359433891e-17,4.516368991464815,1
3,5,0.1205979185598538,0.1205979185598538,0.1205979185598538,1.9379276022481105e-17,1.9379276022481105e-17,6.0298959279926905,1
