country,continent,city_count,mean_composite,mean_accel,mean_risk,mean_uncertainty,mean_source_quality,mean_sentinel_score,mean_changepoint_prob,critical_city_count,warning_city_count,data_watch_city_count,opportunity_city_count,sentinel_break_city_count,critical_share,warning_share,sentinel_break_share,nowcast_stall_pressure,nowcast_pulse_balance,country_alert_level,top_alert_city,top_city_risk,top_city_accel,top_city_alert_level,country_rank
Mozambique,Africa,1,28.385939002633574,56.131812095084236,25.84705974930154,22.462758006221517,100.0,19.311572906632613,0.4109545292294483,0,0,0,0,0,0.0,0.0,0.0,-30.284752345782696,30.284752345782696,watch,Maputo,25.84705974930154,56.131812095084236,stable_watch,100
Vietnam,Asia,2,26.310943197421814,64.29297221906518,32.88498679306612,18.443733732959092,100.0,19.4067145288846,0.23540333812112835,0,0,0,1,0,0.0,0.0,0.0,-31.40798542599906,31.40798542599906,watch,Hanoi,35.569338915319705,78.66868695976099,acceleration_opportunity,101
Slovenia,Europe,1,28.188565353601945,51.97713712357959,20.568472758696473,14.520581734107163,100.0,19.716165037727297,0.37795240056789425,0,0,0,0,0,0.0,0.0,0.0,-31.408664364883116,31.408664364883116,watch,Ljubljana,20.568472758696473,51.97713712357959,stable_watch,102
Denmark,Europe,1,29.44677494001159,79.73280331154282,47.33343431183644,20.449446490122902,100.0,33.37464718552954,0.47949873977994883,0,0,0,0,0,0.0,0.0,0.0,-32.39936899970638,32.39936899970638,watch,Copenhagen,47.33343431183644,79.73280331154282,stable_watch,103
Singapore,Asia,1,19.854684528008587,80.1936510054359,47.044173518269254,21.456127197979654,100.0,34.076467624234226,0.5155229655518465,0,0,0,0,0,0.0,0.0,0.0,-33.14947748716664,33.14947748716664,watch,Singapore,47.044173518269254,80.1936510054359,stable_watch,104
Cuba,North America,1,27.6244426184263,100.0,66.6147806786913,10.88787176231436,100.0,41.54742161860194,0.5293974961080081,0,0,0,0,0,0.0,0.0,0.0,-33.385219321308696,33.385219321308696,watch,Havana,66.6147806786913,100.0,stable_watch,105
Netherlands,Europe,2,32.17282204068982,88.28389659061455,54.769524712083864,17.365846231140807,100.0,41.792506366887864,0.6332406593419801,0,0,0,0,0,0.0,0.0,0.0,-33.51437187853068,33.51437187853068,watch,Amsterdam,51.689189937215126,82.35797951634088,stable_watch,106
Taiwan,Asia,2,29.153516326749006,79.34321843187725,45.7977583312682,12.819229002384377,100.0,22.25647639150311,0.18923818877578052,0,0,0,0,0,0.0,0.0,0.0,-33.54546010060905,33.54546010060905,watch,Taipei,47.26667016715622,75.75479593950031,stable_watch,107
Tajikistan,Asia,1,29.95032514464196,89.51706227846532,55.676136499098945,18.44091186022631,100.0,26.808117967783538,0.1811108446886499,0,0,0,0,0,0.0,0.0,0.0,-33.84092577936637,33.84092577936637,watch,Dushanbe,55.676136499098945,89.51706227846532,stable_watch,108
Turkmenistan,Asia,1,34.52782523820246,96.90565750692024,62.764360707721096,12.077353475780752,100.0,31.891378679763754,0.3163065199540541,0,0,0,0,0,0.0,0.0,0.0,-34.14129679919914,34.14129679919914,watch,Ashgabat,62.764360707721096,96.90565750692024,stable_watch,109
Laos,Asia,1,23.454730424129092,62.97383589539411,27.648111869076896,17.5359522562528,100.0,14.439796469699454,0.15816043059475327,0,0,0,0,0,0.0,0.0,0.0,-35.32572402631722,35.32572402631722,watch,Vientiane,27.648111869076896,62.97383589539411,stable_watch,110
Oman,Asia,1,28.839324679287373,68.2589719865518,31.81257098891479,23.093917552775878,100.0,20.551923013195204,0.17992178959199134,0,0,0,0,0,0.0,0.0,0.0,-36.446400997637014,36.446400997637014,watch,Muscat,31.81257098891479,68.2589719865518,stable_watch,111
Spain,Europe,6,35.52180776916139,67.64511944584602,30.914590619535318,17.010139887065986,100.0,20.428504140028036,0.34176465237018405,0,0,0,0,0,0.0,0.0,0.0,-36.7305288263107,36.7305288263107,watch,Madrid,39.90235343086518,69.9717791158715,stable_watch,112
Libya,Africa,1,35.19813133397291,92.059160204627,55.044129152969276,16.872675437028175,100.0,36.93890163739065,0.5075360374552145,0,0,0,0,0,0.0,0.0,0.0,-37.01503105165773,37.01503105165773,watch,Tripoli,55.044129152969276,92.059160204627,stable_watch,113
Burkina Faso,Africa,2,25.109437773567915,66.58700982133823,29.45237764568844,23.272724278649434,100.0,18.406805831127002,0.26362728697797877,0,0,0,0,0,0.0,0.0,0.0,-37.134632175649784,37.134632175649784,watch,Bobo-Dioulasso,35.24387384095499,67.16632264170627,stable_watch,114
Guatemala,North America,1,29.00444293003158,67.29386971888567,25.103566463578765,17.37428177074589,100.0,12.936043453923627,0.13955380147283514,0,0,0,0,0,0.0,0.0,0.0,-42.19030325530691,42.19030325530691,watch,Guatemala City,25.103566463578765,67.29386971888567,stable_watch,115
Panama,North America,1,26.591666621056408,90.12923700293352,46.5478661659869,22.56600573135304,100.0,34.402730761799745,0.557181015283363,0,0,0,0,0,0.0,0.0,0.0,-43.58137083694662,43.58137083694662,watch,Panama City,46.5478661659869,90.12923700293352,stable_watch,116
Indonesia,Asia,1,31.761633554149526,100.0,54.715105114374886,14.507624176108944,100.0,27.95661363435709,0.23995934329809765,0,0,0,0,0,0.0,0.0,0.0,-45.284894885625114,45.284894885625114,watch,Jakarta,54.715105114374886,100.0,stable_watch,117
Nicaragua,North America,1,23.364383327803758,97.0332898852159,47.75011024066313,27.306235087670593,100.0,31.611793227845723,0.4274639489479134,0,0,0,0,0,0.0,0.0,0.0,-49.28317964455276,49.28317964455276,watch,Managua,47.75011024066313,97.0332898852159,stable_watch,118
Armenia,Asia,1,34.75331221375496,70.1054321725267,40.442910185321615,23.402829584956873,100.0,21.114489359863683,0.21113518244576124,0,0,0,0,0,0.0,0.0,0.0,-29.66252198720509,29.66252198720509,opportunity,Yerevan,40.442910185321615,70.1054321725267,stable_watch,119
Mexico,North America,8,32.06502479180355,71.69153449959147,40.83252528899906,19.18506164336671,100.0,26.123587680764786,0.37799616659398716,0,0,0,2,0,0.0,0.0,0.0,-30.85900921059241,30.85900921059241,opportunity,Leon,38.42000600591293,71.40188417119168,acceleration_opportunity,120
Somalia,Africa,1,23.51491275138084,72.52475616032727,41.6373753990251,12.477119433838066,100.0,22.527582182550997,0.25743894460436667,0,0,0,0,0,0.0,0.0,0.0,-30.88738076130217,30.88738076130217,opportunity,Mogadishu,41.6373753990251,72.52475616032727,stable_watch,121
Uruguay,South America,1,31.7321952323319,73.49988314816801,40.05214583020743,25.804563738832332,100.0,18.809600753816426,0.09749681015293965,0,0,0,0,0,0.0,0.0,0.0,-33.44773731796058,33.44773731796058,opportunity,Montevideo,40.05214583020743,73.49988314816801,stable_watch,122
Ecuador,South America,2,25.907566050005606,73.8841693232572,40.29899138197554,17.807004196130016,100.0,22.675694325515746,0.3520555778416592,0,0,0,1,0,0.0,0.0,0.0,-33.58517794128166,33.58517794128166,opportunity,Guayaquil,38.46154289483693,70.4048934201595,acceleration_opportunity,123
India,Asia,9,28.0179258813151,71.33501465982096,36.90383788606633,19.15591297118712,100.0,21.730517601077963,0.3074466868500887,0,0,0,2,0,0.0,0.0,0.0,-34.43117677375463,34.43117677375463,opportunity,Ahmedabad,32.897392172561474,74.59842173698526,acceleration_opportunity,124
Azerbaijan,Asia,1,33.84870760024643,71.77360670667548,36.90003497335011,22.625214476439478,100.0,17.795172004068178,0.12696806542679062,0,0,0,1,0,0.0,0.0,0.0,-34.87357173332537,34.87357173332537,opportunity,Baku,36.90003497335011,71.77360670667548,acceleration_opportunity,125
Norway,Europe,1,29.767590373913823,71.80255065189418,36.41430891863443,18.438916593371893,100.0,21.78378888515415,0.25195481990585655,0,0,0,1,0,0.0,0.0,0.0,-35.38824173325975,35.38824173325975,opportunity,Oslo,36.41430891863443,71.80255065189418,acceleration_opportunity,126
Honduras,North America,1,28.410303675034946,77.73411257706223,41.63537381042885,24.409681209326205,100.0,30.874252700826773,0.5528168699327201,0,0,0,0,0,0.0,0.0,0.0,-36.09873876663338,36.09873876663338,opportunity,Tegucigalpa,41.63537381042885,77.73411257706223,stable_watch,127
Belarus,Europe,1,31.040654597858587,76.26727031652322,39.38545654491889,14.761993354026826,100.0,26.210221288832663,0.3147421653266652,0,0,0,1,0,0.0,0.0,0.0,-36.881813771604335,36.881813771604335,opportunity,Minsk,39.38545654491889,76.26727031652322,acceleration_opportunity,128
United Kingdom,Europe,5,32.294050056778204,79.14892927572389,40.83752848515933,20.43280892726373,100.0,31.861808882886503,0.4555945394814792,0,0,0,2,0,0.0,0.0,0.0,-38.311400790564555,38.311400790564555,opportunity,Birmingham,39.154393227511854,81.27465094646993,acceleration_opportunity,129
Ethiopia,Africa,1,29.48871132867512,70.34271505426904,31.615254585098707,27.144186543480323,100.0,21.592585146202747,0.3746661552603555,0,0,0,1,0,0.0,0.0,0.0,-38.727460469170325,38.727460469170325,opportunity,Addis Ababa,31.615254585098707,70.34271505426904,acceleration_opportunity,130
Fiji,Oceania,1,23.853105966191325,77.07185899502575,34.93785686982186,20.103346691398905,100.0,23.52255598941285,0.3807205298260615,0,0,0,1,0,0.0,0.0,0.0,-42.13400212520389,42.13400212520389,opportunity,Suva,34.93785686982186,77.07185899502575,acceleration_opportunity,131
Czechia,Europe,1,31.633673167753646,74.68576810285656,30.964536861483918,18.94750939809752,100.0,20.698347659216207,0.3618315734214961,0,0,0,1,0,0.0,0.0,0.0,-43.721231241372635,43.721231241372635,opportunity,Prague,30.964536861483918,74.68576810285656,acceleration_opportunity,132
Philippines,Asia,1,29.688500136521817,74.29322066845505,29.56027578257256,18.466505517641558,100.0,23.982903362682023,0.5070148798762715,0,0,0,1,0,0.0,0.0,0.0,-44.73294488588249,44.73294488588249,opportunity,Manila,29.56027578257256,74.29322066845505,acceleration_opportunity,133
Nepal,Asia,1,28.223245501965927,80.73779152043232,34.632990605553516,12.774706368234334,100.0,19.831690843275418,0.3156256043833051,0,0,0,1,0,0.0,0.0,0.0,-46.10480091487881,46.10480091487881,opportunity,Kathmandu,34.632990605553516,80.73779152043232,acceleration_opportunity,134
Costa Rica,North America,1,24.851224953822342,72.46779479714179,26.26273372901275,17.54772285075716,100.0,15.847438043576236,0.21052180962736633,0,0,0,1,0,0.0,0.0,0.0,-46.20506106812904,46.20506106812904,opportunity,San Jose,26.26273372901275,72.46779479714179,acceleration_opportunity,135
Haiti,North America,1,22.227088344691943,83.2866863685309,35.70329412244134,21.19539654887229,100.0,22.024002891316233,0.2984081518648567,0,0,0,1,0,0.0,0.0,0.0,-47.58339224608955,47.58339224608955,opportunity,Port-au-Prince,35.70329412244134,83.2866863685309,acceleration_opportunity,136
Sudan,Africa,1,23.635812922265117,76.48435796198066,20.97179485536106,19.636561211834593,100.0,14.533388090073043,0.2327780598739808,0,0,0,1,0,0.0,0.0,0.0,-55.5125631066196,55.5125631066196,opportunity,Khartoum,20.97179485536106,76.48435796198066,acceleration_opportunity,137
