kinetic_state,dynamic_weight
deep_cooling,0.4419087136929461
mixed_transition,0.1063694267515923
overheating,0.0909090909090909
recovery_rebound,0.1655172413793103
steady_cruise,0.0319715808170515
surge_expansion,0.192258064516129
