variant,status,design_variant,policy_reference_year,treated_share,did_coef,did_t_value,did_stderr,did_p_value,did_n_obs,bootstrap_p_value,permutation_p_value,wild_bootstrap_p_value,lead_placebo_share_p_lt_0_10,lead_placebo_method,preferred_estimator,preferred_effect,preferred_p_value,preferred_credibility_score,sign_reference_effect,dr_coef,dr_p_value,dml_coef,dml_p_value,intense_coef,intense_p_value,dose_coef,dose_p_value,dose_external_direct_coef,dose_external_direct_p_value,identification_pass_count,identification_strength,effect_sign_consistent_with_main
main_design,ok,direct_core,2020,0.6617647058823529,0.0601792837863874,1.4883509001117703,0.0404335320265322,0.1398692798957151,935,0.2333333333333333,0.2222222222222222,0.0769230769230769,0.0,twfe,dr_did,0.0143425019261399,0.3015065537742186,48.517228878810606,-0.0045725897692613,0.0143425019261399,0.3015065537742186,-0.1893025041289442,0.0029665178496168,-0.0045725897692613,0.9384039612912116,-0.0249689618120067,0.3920777323824732,-0.0129834874876914,0.6107467146740595,2,39.9451432367657,1
direct_event_design,ok,direct_core,2020,0.6617647058823529,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.65,0.6470588235294118,0.7049180327868853,0.0,twfe,did_dose_response,-0.010332809529667,0.2986702063495785,46.17780473269771,0.002939834371827,,,,,0.002939834371827,0.924271068156284,-0.0255595793943488,0.2986702063495785,-0.0210807374253036,0.2972740890234813,1,24.891420943238455,0
evidence_evidence_ab,ok,evidence_ab,2020,0.8529411764705882,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.8,0.6274509803921569,0.5245901639344263,0.0,twfe,did_dose_response,-0.0094419878236295,0.3368699621926243,46.17780473269771,0.002939834371827,,,,,0.002939834371827,0.924271068156284,-0.0233560133597382,0.3368699621926243,-0.0210807374253036,0.2972740890234813,1,24.891420943238455,0
source_external_direct,ok,source_external_direct_common_shock,2020,0.6617647058823529,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.65,0.6470588235294118,0.7049180327868853,0.0,twfe,did_dose_response,-0.010332809529667,0.2986702063495785,46.17780473269771,0.002939834371827,,,,,0.002939834371827,0.924271068156284,-0.0255595793943488,0.2986702063495785,-0.0233560133597382,0.3368699621926243,1,24.891420943238455,0
source_ai_inferred,ok,source_ai_inferred_common_shock,2020,0.6617647058823529,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.65,0.6470588235294118,0.7049180327868853,0.0,twfe,did_intense_contrast,0.002939834371827,0.924271068156284,45.47049635480109,0.002939834371827,,,,,0.002939834371827,0.924271068156284,,,,,1,24.79239777033293,0
source_objective_indicator,ok,source_objective_indicator_common_shock,2020,0.6617647058823529,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.65,0.6470588235294118,0.7049180327868853,0.0,twfe,did_intense_contrast,0.002939834371827,0.924271068156284,45.47049635480109,0.002939834371827,,,,,0.002939834371827,0.924271068156284,,,,,1,24.79239777033293,0
source_objective_macro,ok,source_objective_macro_common_shock,2020,0.6617647058823529,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.65,0.6470588235294118,0.7049180327868853,0.0,twfe,did_intense_contrast,0.002939834371827,0.924271068156284,45.47049635480109,0.002939834371827,,,,,0.002939834371827,0.924271068156284,,,,,1,24.79239777033293,0
evidence_evidence_a,ok,evidence_a,2020,0.6985294117647058,-0.0178537394618353,-0.4392478063117233,0.0406461664811706,0.6611842553887415,1496,0.95,0.9607843137254902,0.8852459016393442,0.5,twfe,did_dose_response,-0.0103415820059525,0.2985216250437321,46.17780473269771,0.002939834371827,,,,,0.002939834371827,0.924271068156284,-0.0255812792818248,0.2985216250437321,-0.0210807374253036,0.2972740890234813,0,10.891420943238456,0
