continent,year,city_count,envelope_score_mean,envelope_score_p25,envelope_score_p75,envelope_score_std,mean_delta_1y,mean_trend_3y,yoy_change
Oceania,2015,19,34.1112697097337,33.13761926001515,34.77729931392341,0.9608514617583588,0.0,0.0,0.0
Oceania,2016,19,53.400761081300594,51.7702582446893,53.8394516321061,2.2193651294247427,63.95640348074586,0.0,19.289491371566896
Oceania,2017,19,67.93643683023284,61.76691447366987,75.20145197591162,10.794115761318142,-6.802733499770655,28.5768349904876,14.535675748932242
Oceania,2018,19,59.1519880153641,53.64491127288308,65.15235633960282,7.620381571471486,-9.94656141312672,15.735702855949494,-8.784448814868739
Oceania,2019,19,50.9011097414233,46.138711929155896,58.04829204170439,9.94738411699643,-2.321366366309688,-6.356887093069022,-8.250878273940799
Oceania,2020,19,58.21757022017041,53.645629498122936,64.17582157652197,8.65681935694079,16.381438774904307,1.3711703318226325,7.316460478747111
Oceania,2021,19,58.25186032006386,54.90231810876373,63.57621220364189,6.317566888132884,-6.57783005378404,2.494080784936859,0.0342900998934538
Oceania,2022,19,57.812462061255125,53.41993455043449,64.58194004209184,10.27090660037162,-0.3867393034162959,3.138956472567989,-0.4393982588087368
Oceania,2023,19,57.44189659529381,50.13251142766637,65.50671961154323,10.258809051326171,1.1894262397007542,-1.9250477058331943,-0.3705654659613131
Oceania,2024,19,43.467192770568445,37.368039525462336,48.36953990538679,8.176905738167813,-19.492998958735527,-6.230104007483689,-13.974703824725369
Oceania,2025,19,55.96028383620992,50.88318584763816,61.78807238351159,6.970757430869802,20.67607956333447,0.7908356147665666,12.493091065641472
South America,2015,39,34.62819180233886,34.48815975691963,35.13317732001226,0.9259050325949156,0.0,0.0,0.0
South America,2016,39,54.27141773888391,52.44230928310665,55.24320677549903,3.238526599421503,66.58306537758425,0.0,19.643225936545043
South America,2017,39,63.91863700854008,56.349527928294,74.96871557587849,12.381028062545417,-16.30763995446779,25.13771271155823,9.647219269656176
South America,2018,39,53.94624707695932,46.794061566662535,61.53544441789444,12.015514523158124,-11.278162153031529,12.999087756694978,-9.972389931580764
South America,2019,39,49.7059323690563,45.63072828867151,52.83208586974551,8.609695620791388,6.397932036579062,-7.062623356973418,-4.240314707903018
South America,2020,39,56.78981373587598,52.05973558273235,61.44105821309943,7.942689627604964,6.835021236732864,0.6515970400934665,7.083881366819682
South America,2021,39,54.02105806398346,47.67632752619295,59.48348211414627,8.068099834240614,-4.1954241867976805,3.012509695504748,-2.768755671892521
South America,2022,39,55.24781201213136,50.28187897043351,58.95374911860419,8.787021036382955,0.0861148005550258,0.9085706168300696,1.226753948147902
South America,2023,39,55.70204887893122,52.2205280497474,57.98866524183984,5.036636791394431,3.1369757885649605,-0.3241111992258983,0.4542368667998602
South America,2024,39,49.82413027607472,45.65255698858218,54.09868532225133,6.7793029948745005,-10.24577197487084,-2.3408937952502846,-5.877918602856504
South America,2025,39,56.25363505194196,52.900272952128304,59.449954322899,6.570239085167042,11.058325369510085,1.316509727734735,6.429504775867244
