city_id,city_name,country,continent,year,composite_index,acceleration_score,stall_risk_score,stall_risk_low,stall_risk_high,stall_risk_interval_width,critical_transition_score,critical_transition_risk_score,critical_transition_band,kinetic_state,kinetic_energy_score,turning_point_risk,damping_pressure,dynamic_hazard_score,dynamic_hazard_fused_score,dynamic_hazard_gate_weight,graph_diffusion_score,graph_diffusion_fused_score,phase_flow_speed,phase_curvature,phase_divergence_bin,phase_vorticity_bin,phase_label,dynamic_pulse_index,dynamic_pulse_delta_1y,dynamic_pulse_trend_3y,dynamic_pulse_state,pulse_quadrant,acceleration_band,stall_band,archetype,trajectory_regime,prev_acceleration_score,prev_stall_risk_score,prev_trajectory_regime,accel_shift_1y,risk_shift_1y,movement_magnitude_1y,regime_changed_1y,rl_best_action,rl_best_q_value,rl_q_advantage,rl_policy_confidence,rl_expected_delta_risk_h1,rl_expected_delta_accel_h1,forecast_stall_risk_h1,forecast_stall_risk_h2,forecast_stall_risk_h3,forecast_risk_delta_h1,forecast_risk_delta_h2,forecast_risk_delta_h3,forecast_dominant_regime_h1,forecast_dominant_regime_h2,forecast_dominant_regime_h3
seoul_kr,Seoul,South Korea,Asia,2025,37.62537796847633,100.0,81.05115585700094,90.34973356677816,93.0713757952128,2.7216422284346464,78.8988884503982,69.66003783776802,high_alert,surge_expansion,53.218349720696736,30.96618985716157,48.15469162577257,89.73800531988645,78.56936901679056,0.192258064516129,75.15031871838546,75.15031871838546,57.07348095787826,0.0050546538163106,4.934060895799458,-1.5564139121258818,centrifugal_fragility,43.8825617936393,-26.82765241825242,-11.941473338821387,fragile_decline,fragile_boom,high,high,structural_stall,stable_mature,60.2398770102334,40.10588936027477,stalling_plateau,39.7601229897666,40.94526649672616,57.07348095787826,1,resilience_upgrade,-89.66299104334436,0.1479020490181142,0.3990463331680824,-0.1297095302034756,2.4317014764730893,46.74015591142253,39.821352954072566,46.82451938870685,-34.3109999455784,-41.22980290292837,-34.22663646829408,stable_mature,stable_mature,stable_mature
lae_pg,Lae,Papua New Guinea,Oceania,2025,25.53955716176829,92.15391444114292,80.82194602092379,90.84994399435097,92.88843403353503,2.038490039184069,46.61732368253813,92.13494412717957,high_alert,surge_expansion,50.17998577947764,44.76055839606418,55.56538411235936,82.24399229547839,74.22120363448117,0.192258064516129,70.87070884932652,70.87070884932652,70.9283248243062,0.0007788579424642,4.934060895799458,-1.5564139121258818,centrifugal_fragility,33.733867955948654,-22.05587314049469,3.832192495587596,fragile_decline,fragile_boom,high,high,resilient_steady,persistent_accelerator,44.4237555045936,28.356155354299577,persistent_accelerator,47.73015893654933,52.465790666624216,70.9283248243062,0,resilience_upgrade,-90.38653649950125,0.5100511833580015,0.4110814081443146,-0.1295548135641235,2.434383231555192,47.88852754398229,42.77166067213402,46.25249488524239,-32.93341847694149,-38.05028534878977,-34.5694511356814,persistent_accelerator,persistent_accelerator,stalling_plateau
yekaterinburg_ru,Yekaterinburg,Russia,Asia,2025,30.871049822159154,88.7863291285023,80.02553248557285,87.88168360892297,91.4383881337028,3.5567045247798177,32.2881017159081,74.81105669385404,high_alert,surge_expansion,74.44930514934977,77.22405074729264,44.92542559899733,89.5209856683347,73.8148952132778,0.192258064516129,69.31815877024532,69.31815877024532,103.6321134124812,0.0006602190679588,4.934060895799458,-1.5564139121258818,centrifugal_fragility,31.694615290863126,-13.050596108879532,-8.42987093114462,fragile_decline,fragile_boom,high,high,structural_stall,late_takeoff,7.246238997502692,16.065946560038412,volatile_rebound,81.54009013099962,63.95958592553444,103.6321134124812,1,resilience_upgrade,-93.62333660697448,1.798472675952539,0.4534945944443722,-0.1290172344277617,2.443701269918798,50.08790943191129,41.86202748603971,47.33800364480359,-29.937623053661557,-38.163504999533146,-32.687528840769254,late_takeoff,late_takeoff,late_takeoff
phoenix_us,Phoenix,United States,North America,2025,38.42361922130157,88.37068261623001,77.9679402632306,87.56610537029566,90.79468600890358,3.228580638607923,41.12703272545589,82.86211608365171,high_alert,surge_expansion,42.16651358473551,38.346938452138566,67.46234099013019,81.14112009212204,72.85029159653935,0.192258064516129,69.31703481111143,69.31703481111143,52.15223070293996,0.0005406114481792,4.934060895799458,-1.5564139121258818,centrifugal_fragility,40.176416051868216,-10.84811068547122,-3.851434621207742,fragile_decline,fragile_boom,high,high,resilient_steady,structural_decline,49.59037059555308,43.097572228585285,structural_decline,38.78031202067693,34.87036803464532,52.15223070293996,0,resilience_upgrade,-76.74932768417881,18.099202359736797,0.8907009892906367,-0.1538783596776806,2.467775098920202,48.96599138192369,42.86238481232782,47.40635577877506,-29.00194888130692,-35.105555450902784,-30.56158448445555,structural_decline,late_takeoff,late_takeoff
bamako_ml,Bamako,Mali,Africa,2025,26.614871620968334,83.642160236885,77.02885406287633,85.44824436101092,88.64371660386516,3.195472242854237,22.138166166192043,70.90933635896559,monitoring,surge_expansion,53.61529170125454,56.605715026431824,65.04185422971943,86.2562523921226,71.72154872719906,0.192258064516129,65.69385816281503,65.69385816281503,76.52907946181749,0.0022055946038631,4.934060895799458,-1.5564139121258818,centrifugal_fragility,34.3111245048121,-7.548423258563197,-4.068718120304541,fragile_decline,fragile_boom,high,high,resilient_steady,late_takeoff,24.204843205092384,28.82195261365072,structural_decline,59.43731703179262,48.20690144922562,76.52907946181749,1,resilience_upgrade,-93.62333660697448,1.798472675952539,0.4534945944443722,-0.1269944764924415,2.478762407464347,48.88923806283269,38.60016105042733,43.67172173084659,-28.13961600004365,-38.428693012449,-33.35713233202975,late_takeoff,late_takeoff,late_takeoff
toulouse_fr,Toulouse,France,Europe,2025,34.64353483459843,85.29376635738319,74.27172649117469,85.48335056899826,88.62357406741226,3.1402234984140023,33.477194958846226,73.68285903969914,high_alert,surge_expansion,36.45985132599118,31.56462501815262,71.65754118507066,77.53617269248866,71.8313365787914,0.192258064516129,67.92993466817147,67.92993466817147,52.19578559512793,0.0009843321122972,4.934060895799458,-1.5564139121258818,centrifugal_fragility,42.14763382474737,-13.206914464382564,-0.3432093359032109,fragile_decline,fragile_boom,high,high,resilient_steady,volatile_rebound,49.489475243891775,36.29209021391521,volatile_rebound,35.804291113491416,37.97963627725948,52.19578559512793,0,resilience_upgrade,-86.87150821767393,4.047537679168755,0.5028186816640344,-0.1251334153815428,2.5110208000532563,45.37611886219638,38.1981675195072,42.780318212490855,-28.895607628978304,-36.07355897166749,-31.49140827868383,volatile_rebound,volatile_rebound,volatile_rebound
colombo_lk,Colombo,Sri Lanka,Asia,2025,27.84250291404892,52.95186018667856,74.22399837861882,84.12899062844173,88.17130648818546,4.042315859743738,46.1959741536463,62.41235108167456,high_alert,overheating,44.79591730960486,44.56406017217252,97.04393491783117,88.60730237977774,66.76006007117627,0.0909090909090909,59.93685560972841,59.93685560972841,33.67100847261656,-0.052524087081683,2.1297698574299524,-2.06414446892083,directional_drift,19.907637518565807,-9.360297030806397,-10.639136463700137,fragile_decline,stalling,low,high,structural_stall,late_takeoff,86.53911239812041,76.59745586675947,late_takeoff,-33.58725221144185,-2.3734574881406587,33.67100847261656,0,anti_overheating,-83.12371808172867,9.715216139568952,0.767694726955678,-0.1366653116141113,-1.82,47.76729578912968,40.72735563225935,43.044055133623424,-26.45670258948914,-33.49664274635947,-31.17994324499539,late_takeoff,late_takeoff,late_takeoff
havana_cu,Havana,Cuba,North America,2025,27.41826473180913,89.30923446237887,73.79393340563307,86.67108515017172,89.00702818870127,2.3359430385295497,36.84878161211997,70.05211120929563,high_alert,surge_expansion,55.5601526406011,55.32651456137128,56.87537411317381,81.65485422557715,68.23401447832325,0.192258064516129,65.58274928420207,65.58274928420207,75.80184441338861,0.0026002973657777,4.934060895799458,-1.5564139121258818,centrifugal_fragility,38.33083866655521,-7.798694932468116,-3.848187479439178,fragile_decline,fragile_boom,high,high,structural_stall,persistent_accelerator,31.853303501947597,24.349665649484358,persistent_accelerator,57.45593096043128,49.44426775614872,75.80184441338861,0,resilience_upgrade,-90.38653649950125,0.5100511833580015,0.4110814081443146,-0.1248109050488023,2.5166109791540934,45.07732249786601,43.593460556312806,46.58340472985206,-28.716610907767063,-30.200472849320263,-27.21052867578101,persistent_accelerator,persistent_accelerator,stalling_plateau
lyon_fr,Lyon,France,Europe,2025,36.783772271662215,87.09231608910424,71.80700438590925,84.82465164553685,88.08091909285186,3.256267447315011,35.04918346619409,68.24193688804858,high_alert,surge_expansion,45.29514371606381,43.49997861047224,64.57212608734817,76.22470363438778,69.65240322459078,0.192258064516129,66.19449442521149,66.19449442521149,63.71528181202192,-0.0008726881367639,4.934060895799458,-1.5564139121258818,centrifugal_fragility,39.957855487160806,-20.55036776390688,-3.56824114104284,fragile_decline,fragile_boom,high,high,resilient_steady,persistent_accelerator,40.251844951621415,28.61432676569208,volatile_rebound,46.84047113748283,43.192677620217175,63.71528181202192,1,resilience_upgrade,-90.38653649950125,0.5100511833580015,0.4110814081443146,-0.1234697279604887,2.5398580486848616,44.28255088997648,44.16711254533569,47.30483817507844,-27.52445349593277,-27.639891840573554,-24.50216621083081,persistent_accelerator,persistent_accelerator,stalling_plateau
london_gb,London,United Kingdom,Europe,2025,40.192445987501145,86.35756883793712,71.5930787873531,85.60240684465381,88.05530208908093,2.4528952444271117,32.170588398756315,64.89962573428812,high_alert,surge_expansion,44.69249503938295,43.4821736107245,65.87392327382862,77.97187770580808,69.13115499502528,0.192258064516129,65.09000871066647,65.09000871066647,67.22681943163717,0.0007501564144226,4.934060895799458,-1.5564139121258818,centrifugal_fragility,40.388785169381045,-19.82358975611558,-3.311335249756908,fragile_decline,fragile_boom,high,high,resilient_steady,stable_mature,39.57631209783158,23.3130697907686,stable_mature,46.78125674010554,48.28000899658449,67.22681943163717,0,resilience_upgrade,-89.66299104334436,0.1479020490181142,0.3990463331680824,-0.1233253281814633,2.542360978187969,42.95692508356339,40.23176613228499,40.86685432346293,-28.636153703789702,-31.361312655068108,-30.72622446389017,stable_mature,stable_mature,stable_mature
