event_id,iso3,start_year,end_year,effective_date,policy_name,policy_intensity,source_ref,source_track,evidence_grade,project_id_count,project_ids,source_url_count,primary_source_url,source_domain,has_objective_source,is_external_direct,is_objective_indicator,is_objective_macro,is_ai_inferred,commitment_usd,project_count,assignment_type
pevt_000179,BRA,2019,2019,2019-01-01,urban_services,0.9762611492588146,wb_project:P164588|P165055|P165683|P167455,external_direct,A,4,P164588|P165055|P165683|P167455,4,https://projects.worldbank.org/en/projects-operations/project-detail/P164588,projects.worldbank.org,1,1,0,0,0,616770000.0,4.0,explicit
pevt_000180,BRA,2020,2020,2020-01-01,institutional_reform,0.7754262928462563,wb_project:P170850|P172455,external_direct,A,2,P170850|P172455,2,https://projects.worldbank.org/en/projects-operations/project-detail/P170850,projects.worldbank.org,1,1,0,0,0,238000000.0,2.0,explicit
pevt_000181,BRA,2020,2020,2020-01-01,urban_mobility,1.0,wb_project:P128968|P169134|P169140|P174197,external_direct,A,4,P128968|P169134|P169140|P174197,4,https://projects.worldbank.org/en/projects-operations/project-detail/P128968,projects.worldbank.org,1,1,0,0,0,1195200000.0,4.0,explicit
pevt_000182,BRA,2020,2020,2020-01-01,urban_services,0.77321888031912,wb_project:P170682|P172605,external_direct,A,2,P170682|P172605,2,https://projects.worldbank.org/en/projects-operations/project-detail/P170682,projects.worldbank.org,1,1,0,0,0,223800000.0,2.0,explicit
pevt_000183,BRA,2021,2021,2021-01-01,urban_mobility,0.0833333333333333,wb_project:P143185|P173621,external_direct,A,2,P143185|P173621,2,https://projects.worldbank.org/en/projects-operations/project-detail/P143185,projects.worldbank.org,1,1,0,0,0,0.0,2.0,explicit
pevt_000184,BRA,2022,2022,2022-01-01,climate_resilience,0.8025266485528343,wb_project:P143492|P177632,external_direct,A,2,P143492|P177632,2,https://projects.worldbank.org/en/projects-operations/project-detail/P143492,projects.worldbank.org,1,1,0,0,0,506500000.0,2.0,explicit
pevt_000185,BRA,2022,2022,2022-01-01,energy_transition,0.7363056594995873,wb_project:P177070|P178339,external_direct,A,2,P177070|P178339,2,https://projects.worldbank.org/en/projects-operations/project-detail/P177070,projects.worldbank.org,1,1,0,0,0,80000000.0,2.0,explicit
pevt_000186,BRA,2022,2022,2022-01-01,institutional_reform,0.8755613214920486,wb_project:P168634|P176877|P178563,external_direct,A,3,P168634|P176877|P178563,3,https://projects.worldbank.org/en/projects-operations/project-detail/P168634,projects.worldbank.org,1,1,0,0,0,380130000.0,3.0,explicit
pevt_000187,BRA,2022,2022,2022-01-01,urban_mobility,0.8940396467097412,wb_project:P169272|P178729|P178888,external_direct,A,3,P169272|P178729|P178888,3,https://projects.worldbank.org/en/projects-operations/project-detail/P169272,projects.worldbank.org,1,1,0,0,0,636180000.0,3.0,explicit
pevt_000188,BRA,2023,2023,2023-01-01,institutional_reform,0.8397193814695935,wb_project:P178567|P179046|P179088,external_direct,A,3,P178567|P179046|P179088,3,https://projects.worldbank.org/en/projects-operations/project-detail/P178567,projects.worldbank.org,1,1,0,0,0,140000000.0,3.0,explicit
pevt_000189,BRA,2023,2023,2023-01-01,urban_mobility,0.700400171469838,wb_project:P179365,external_direct,A,1,P179365,1,https://projects.worldbank.org/en/projects-operations/project-detail/P179365,projects.worldbank.org,1,1,0,0,0,300000000.0,1.0,explicit
pevt_000190,BRA,2023,2023,2023-01-01,urban_services,0.8677645037937242,wb_project:P176982|P178072|P179182,external_direct,A,3,P176982|P178072|P179182,3,https://projects.worldbank.org/en/projects-operations/project-detail/P176982,projects.worldbank.org,1,1,0,0,0,305890000.0,3.0,explicit
pevt_000191,BRA,2024,2024,2024-01-01,urban_mobility,0.9624736216262142,wb_project:P175723|P178557|P180429|P180555,external_direct,A,4,P175723|P178557|P180429|P180555,4,https://projects.worldbank.org/en/projects-operations/project-detail/P175723,projects.worldbank.org,1,1,0,0,0,420000000.0,4.0,explicit
pevt_000192,BRA,2024,2024,2024-01-01,urban_services,0.7691844210042056,wb_project:P180430|P181501,external_direct,A,2,P180430|P181501,2,https://projects.worldbank.org/en/projects-operations/project-detail/P180430,projects.worldbank.org,1,1,0,0,0,200000000.0,2.0,explicit
pevt_000193,BWA,2017,2017,2017-01-01,urban_services,0.9790058323400378,wb_project:P160911,external_direct,A,1,P160911,1,https://projects.worldbank.org/en/projects-operations/project-detail/P160911,projects.worldbank.org,1,1,0,0,0,145500000.0,1.0,explicit
pevt_000194,BWA,2021,2021,2021-01-01,energy_transition,1.0,wb_project:P175934,external_direct,A,1,P175934,1,https://projects.worldbank.org/en/projects-operations/project-detail/P175934,projects.worldbank.org,1,1,0,0,0,250000000.0,1.0,explicit
pevt_000195,BWA,2023,2023,2023-01-01,urban_mobility,0.9801872172059528,wb_project:P176810,external_direct,A,1,P176810,1,https://projects.worldbank.org/en/projects-operations/project-detail/P176810,projects.worldbank.org,1,1,0,0,0,150000000.0,1.0,explicit
pevt_000196,CAN,2015,2015,2015-01-01,energy_transition,0.7445279011326021,wb_project:P130871|P146830,external_direct,A,2,P130871|P146830,2,https://projects.worldbank.org/en/projects-operations/project-detail/P130871,projects.worldbank.org,1,1,0,0,0,770000000.0,2.0,explicit
pevt_000197,CAN,2015,2015,2015-01-01,institutional_reform,0.6722440493881494,wb_project:P126773|P132029|P155961,external_direct,A,3,P126773|P132029|P155961,3,https://projects.worldbank.org/en/projects-operations/project-detail/P126773,projects.worldbank.org,1,1,0,0,0,39500000.0,3.0,explicit
pevt_000198,CAN,2015,2015,2015-01-01,urban_mobility,0.7697647595451146,wb_project:P145566|P148853|P151083,external_direct,A,3,P145566|P148853|P151083,3,https://projects.worldbank.org/en/projects-operations/project-detail/P145566,projects.worldbank.org,1,1,0,0,0,648000000.0,3.0,explicit
pevt_000199,CAN,2015,2015,2015-01-01,urban_services,0.7987841811916828,wb_project:P103298|P111330|P117170|P146477|P147674,external_direct,A,5,P103298|P111330|P117170|P146477|P147674,5,https://projects.worldbank.org/en/projects-operations/project-detail/P103298,projects.worldbank.org,1,1,0,0,0,,,rule_based
pevt_000200,CAN,2016,2016,2016-01-01,institutional_reform,0.741131665002469,wb_project:P152822|P154807|P155163,external_direct,A,3,P152822|P154807|P155163,3,https://projects.worldbank.org/en/projects-operations/project-detail/P152822,projects.worldbank.org,1,1,0,0,0,285000000.0,3.0,explicit
pevt_000201,CAN,2016,2016,2016-01-01,urban_mobility,0.8337251933131623,wb_project:P108941|P112623|P143307|P155039|P158265|P158333,external_direct,A,6,P108941|P112623|P143307|P155039|P158265|P158333,6,https://projects.worldbank.org/en/projects-operations/project-detail/P108941,projects.worldbank.org,1,1,0,0,0,275700000.0,6.0,explicit
pevt_000202,CAN,2017,2017,2017-01-01,digital_connectivity,0.6367777831936717,wb_project:P153713|P155876,external_direct,A,2,P153713|P155876,2,https://projects.worldbank.org/en/projects-operations/project-detail/P153713,projects.worldbank.org,1,1,0,0,0,35000000.0,2.0,explicit
pevt_000203,CAN,2017,2017,2017-01-01,institutional_reform,0.7851642949403412,wb_project:P128332|P155642|P158239|P159040|P159562,external_direct,A,5,P128332|P155642|P158239|P159040|P159562,5,https://projects.worldbank.org/en/projects-operations/project-detail/P128332,projects.worldbank.org,1,1,0,0,0,167790000.0,5.0,explicit
pevt_000204,CAN,2017,2017,2017-01-01,urban_mobility,0.7054160238505682,wb_project:P152117|P158958|P158983,external_direct,A,3,P152117|P158958|P158983,3,https://projects.worldbank.org/en/projects-operations/project-detail/P152117,projects.worldbank.org,1,1,0,0,0,102300000.0,3.0,explicit
pevt_000205,CAN,2017,2017,2017-01-01,urban_services,0.8223746565327857,wb_project:P125018|P154482|P161067|P161658|P162304,external_direct,A,5,P125018|P154482|P161067|P161658|P162304,5,https://projects.worldbank.org/en/projects-operations/project-detail/P125018,projects.worldbank.org,1,1,0,0,0,487930000.0,5.0,explicit
pevt_000206,CAN,2018,2018,2018-01-01,digital_connectivity,0.6314042712423357,wb_project:P161836|P166737,external_direct,A,2,P161836|P166737,2,https://projects.worldbank.org/en/projects-operations/project-detail/P161836,projects.worldbank.org,1,1,0,0,0,30000000.0,2.0,explicit
pevt_000207,CAN,2018,2018,2018-01-01,energy_transition,0.8238824171398009,wb_project:P162580|P162933|P164044|P166042,external_direct,A,4,P162580|P162933|P164044|P166042,4,https://projects.worldbank.org/en/projects-operations/project-detail/P162580,projects.worldbank.org,1,1,0,0,0,1248750000.0,4.0,explicit
pevt_000208,CAN,2018,2018,2018-01-01,innovation_industry,0.7835860665920438,wb_project:P113629|P163399|P164486|P165581,external_direct,A,4,P113629|P163399|P164486|P165581,4,https://projects.worldbank.org/en/projects-operations/project-detail/P113629,projects.worldbank.org,1,1,0,0,0,393040000.0,4.0,explicit
pevt_000209,CAN,2018,2018,2018-01-01,institutional_reform,0.8065739469285844,wb_project:P113167|P161163|P161329|P161368|P164243,external_direct,A,5,P113167|P161163|P161329|P161368|P164243,5,https://projects.worldbank.org/en/projects-operations/project-detail/P113167,projects.worldbank.org,1,1,0,0,0,310100000.0,5.0,explicit
pevt_000210,CAN,2018,2018,2018-01-01,urban_mobility,0.7227492606477283,wb_project:P113794|P143367|P157484|P157715|P166316,external_direct,A,5,P113794|P143367|P157484|P157715|P166316,5,https://projects.worldbank.org/en/projects-operations/project-detail/P113794,projects.worldbank.org,1,1,0,0,0,28000000.0,5.0,explicit
pevt_000211,CAN,2019,2019,2019-01-01,energy_transition,0.8319241960555389,wb_project:P153404|P160427|P160708|P163545|P164354,external_direct,A,5,P153404|P160427|P160708|P163545|P164354,5,https://projects.worldbank.org/en/projects-operations/project-detail/P153404,projects.worldbank.org,1,1,0,0,0,641700000.0,5.0,explicit
pevt_000212,CAN,2019,2019,2019-01-01,institutional_reform,0.718980301159343,wb_project:P166813|P167817,external_direct,A,2,P166813|P167817,2,https://projects.worldbank.org/en/projects-operations/project-detail/P166813,projects.worldbank.org,1,1,0,0,0,370000000.0,2.0,explicit
pevt_000213,CAN,2019,2019,2019-01-01,urban_mobility,0.8595816363860851,wb_project:P154495|P158836|P162380|P164546|P167916|P169064,external_direct,A,6,P154495|P158836|P162380|P164546|P167916|P169064,6,https://projects.worldbank.org/en/projects-operations/project-detail/P154495,projects.worldbank.org,1,1,0,0,0,578860000.0,6.0,explicit
pevt_000214,CAN,2019,2019,2019-01-01,urban_services,0.7332105548570744,wb_project:P149714|P149969|P155373|P155374|P168539,external_direct,A,5,P149714|P149969|P155373|P155374|P168539,5,https://projects.worldbank.org/en/projects-operations/project-detail/P149714,projects.worldbank.org,1,1,0,0,0,37800000.0,5.0,explicit
pevt_000215,CAN,2020,2020,2020-01-01,digital_connectivity,0.7834581180568565,wb_project:P161265|P162044|P169265|P171791,external_direct,A,4,P161265|P162044|P169265|P171791,4,https://projects.worldbank.org/en/projects-operations/project-detail/P161265,projects.worldbank.org,1,1,0,0,0,391600000.0,4.0,explicit
pevt_000216,CAN,2020,2020,2020-01-01,energy_transition,0.8356761876039374,wb_project:P168185|P171225|P171827|P171967,external_direct,A,4,P168185|P171225|P171827|P171967,4,https://projects.worldbank.org/en/projects-operations/project-detail/P168185,projects.worldbank.org,1,1,0,0,0,1751500000.0,4.0,explicit
pevt_000217,CAN,2020,2020,2020-01-01,institutional_reform,0.7815273758841815,wb_project:P155034|P158363|P169594|P171528,external_direct,A,4,P155034|P158363|P169594|P171528,4,https://projects.worldbank.org/en/projects-operations/project-detail/P155034,projects.worldbank.org,1,1,0,0,0,370500000.0,4.0,explicit
pevt_000218,CAN,2020,2020,2020-01-01,urban_mobility,0.714992090355925,wb_project:P161706|P173702,external_direct,A,2,P161706|P173702,2,https://projects.worldbank.org/en/projects-operations/project-detail/P161706,projects.worldbank.org,1,1,0,0,0,330000000.0,2.0,explicit
pevt_000219,CAN,2020,2020,2020-01-01,urban_services,0.687854247421938,wb_project:P130694|P172724,external_direct,A,2,P130694|P172724,2,https://projects.worldbank.org/en/projects-operations/project-detail/P130694,projects.worldbank.org,1,1,0,0,0,151500000.0,2.0,explicit
pevt_000220,CAN,2021,2021,2021-01-01,climate_resilience,0.6905349874775457,wb_project:P172769,external_direct,A,1,P172769,1,https://projects.worldbank.org/en/projects-operations/project-detail/P172769,projects.worldbank.org,1,1,0,0,0,401000000.0,1.0,explicit
pevt_000221,CAN,2021,2021,2021-01-01,energy_transition,0.7280534650318297,wb_project:P167569|P174885,external_direct,A,2,P167569|P174885,2,https://projects.worldbank.org/en/projects-operations/project-detail/P167569,projects.worldbank.org,1,1,0,0,0,480000000.0,2.0,explicit
pevt_000222,CAN,2021,2021,2021-01-01,institutional_reform,0.5809227734964579,wb_project:P159653|P165655,external_direct,A,2,P159653|P165655,2,https://projects.worldbank.org/en/projects-operations/project-detail/P159653,projects.worldbank.org,1,1,0,0,0,7050000.0,2.0,explicit
pevt_000223,CAN,2021,2021,2021-01-01,urban_mobility,0.886399720130947,wb_project:P159132|P164847|P167357|P168386|P173197|P175751,external_direct,A,6,P159132|P164847|P167357|P168386|P173197|P175751,6,https://projects.worldbank.org/en/projects-operations/project-detail/P159132,projects.worldbank.org,1,1,0,0,0,1249370000.0,6.0,explicit
pevt_000224,CAN,2021,2021,2021-01-01,urban_services,0.9425415619053872,wb_project:P127086|P132448|P153863|P154403|P156774|P163486,external_direct,A,6,P127086|P132448|P153863|P154403|P156774|P163486,6,https://projects.worldbank.org/en/projects-operations/project-detail/P127086,projects.worldbank.org,1,1,0,0,0,424760000.0,9.0,explicit
pevt_000225,CAN,2022,2022,2022-01-01,climate_resilience,0.7410057353144613,wb_project:P175043|P175525,external_direct,A,2,P175043|P175525,2,https://projects.worldbank.org/en/projects-operations/project-detail/P175043,projects.worldbank.org,1,1,0,0,0,696000000.0,2.0,explicit
pevt_000226,CAN,2022,2022,2022-01-01,energy_transition,0.7197204393946038,wb_project:P173763|P179267,external_direct,A,2,P173763|P179267,2,https://projects.worldbank.org/en/projects-operations/project-detail/P173763,projects.worldbank.org,1,1,0,0,0,377940000.0,2.0,explicit
pevt_000227,CAN,2022,2022,2022-01-01,institutional_reform,0.7799393285645901,wb_project:P131327|P171833|P174814|P174986,external_direct,A,4,P131327|P171833|P174814|P174986,4,https://projects.worldbank.org/en/projects-operations/project-detail/P131327,projects.worldbank.org,1,1,0,0,0,354000000.0,4.0,explicit
pevt_000228,CAN,2022,2022,2022-01-01,urban_mobility,0.8568813384001411,wb_project:P167798|P176371|P178132|P178633|P180211,external_direct,A,5,P167798|P176371|P178132|P178633|P180211,5,https://projects.worldbank.org/en/projects-operations/project-detail/P167798,projects.worldbank.org,1,1,0,0,0,1313000000.0,5.0,explicit
pevt_000229,CAN,2022,2022,2022-01-01,urban_services,0.7924238277160452,wb_project:P169078|P174867|P178566,external_direct,A,3,P169078|P174867|P178566,3,https://projects.worldbank.org/en/projects-operations/project-detail/P169078,projects.worldbank.org,1,1,0,0,0,1241300000.0,3.0,explicit
pevt_000230,CAN,2023,2023,2023-01-01,digital_connectivity,0.7665846230305737,wb_project:P176932|P180547|P181328,external_direct,A,3,P176932|P180547|P181328,3,https://projects.worldbank.org/en/projects-operations/project-detail/P176932,projects.worldbank.org,1,1,0,0,0,591500000.0,3.0,explicit
pevt_000231,CAN,2023,2023,2023-01-01,institutional_reform,0.8540335730470588,wb_project:P176181|P178497|P179078|P180085|P180931,external_direct,A,5,P176181|P178497|P179078|P180085|P180931,5,https://projects.worldbank.org/en/projects-operations/project-detail/P176181,projects.worldbank.org,1,1,0,0,0,1210000000.0,5.0,explicit
pevt_000232,CAN,2023,2023,2023-01-01,urban_mobility,0.90625,wb_project:P174485|P176693|P177816|P179293|P179804|P180117,external_direct,A,6,P174485|P176693|P177816|P179293|P179804|P180117,6,https://projects.worldbank.org/en/projects-operations/project-detail/P174485,projects.worldbank.org,1,1,0,0,0,2208000000.0,6.0,explicit
pevt_000233,CAN,2023,2023,2023-01-01,urban_services,0.8597567942916635,wb_project:P175235|P175731|P180127|P180171|P181308,external_direct,A,5,P175235|P175731|P180127|P180171|P181308,5,https://projects.worldbank.org/en/projects-operations/project-detail/P175235,projects.worldbank.org,1,1,0,0,0,1425900000.0,5.0,explicit
pevt_000234,CAN,2024,2024,2024-01-01,urban_mobility,0.750230301159343,wb_project:P181014|P181150|P181533,external_direct,A,3,P181014|P181150|P181533,3,https://projects.worldbank.org/en/projects-operations/project-detail/P181014,projects.worldbank.org,1,1,0,0,0,370000000.0,3.0,explicit
pevt_000235,CAN,2024,2024,2024-01-01,urban_services,0.7581967426032752,wb_project:P179449|P180244|P181398,external_direct,A,3,P179449|P180244|P181398,3,https://projects.worldbank.org/en/projects-operations/project-detail/P179449,projects.worldbank.org,1,1,0,0,0,465000000.0,3.0,explicit
pevt_000236,CAN,2025,2025,2025-01-01,urban_services,0.730162991905217,wb_project:P167788|P172848|P175355|P178045,external_direct,A,4,P167788|P172848|P175355|P178045,4,https://projects.worldbank.org/en/projects-operations/project-detail/P167788,projects.worldbank.org,1,1,0,0,0,,,rule_based
pevt_000237,CHE,2015,2015,2015-01-01,climate_resilience,0.4113294060921623,wb_project_regional:P151363,external_direct,A,1,P151363,1,https://projects.worldbank.org/en/projects-operations/project-detail/P151363,projects.worldbank.org,1,1,0,0,0,38000000.0,1.0,regional
pevt_000238,CHE,2015,2015,2015-01-01,urban_mobility,0.4524401560760929,wb_project_regional:P145634,external_direct,A,1,P145634,1,https://projects.worldbank.org/en/projects-operations/project-detail/P145634,projects.worldbank.org,1,1,0,0,0,45000000.0,1.0,regional
pevt_000239,CHE,2020,2020,2020-01-01,urban_services,0.7141024456932054,wb_project_regional:P166820,external_direct,A,1,P166820,1,https://projects.worldbank.org/en/projects-operations/project-detail/P166820,projects.worldbank.org,1,1,0,0,0,132000000.0,1.0,regional
pevt_000240,CHE,2022,2022,2022-01-01,innovation_industry,0.75,wb_project_regional:P174135,external_direct,A,1,P174135,1,https://projects.worldbank.org/en/projects-operations/project-detail/P174135,projects.worldbank.org,1,1,0,0,0,153000000.0,1.0,regional
pevt_000241,CHE,2023,2023,2023-01-01,energy_transition,0.598110981773241,wb_project_regional:P181218|P181219,external_direct,A,2,P181218|P181219,2,https://projects.worldbank.org/en/projects-operations/project-detail/P181218,projects.worldbank.org,1,1,0,0,0,29300000.0,2.0,regional
pevt_000242,CHE,2024,2024,2024-01-01,climate_resilience,0.4524401560760929,wb_project_regional:P177407,external_direct,A,1,P177407,1,https://projects.worldbank.org/en/projects-operations/project-detail/P177407,projects.worldbank.org,1,1,0,0,0,45000000.0,1.0,regional
pevt_000243,CHL,2017,2017,2017-01-01,urban_mobility,0.8852822896658779,wb_project:P161018|P163437,external_direct,A,2,P161018|P163437,2,https://projects.worldbank.org/en/projects-operations/project-detail/P161018,projects.worldbank.org,1,1,0,0,0,130130000.0,2.0,explicit
pevt_000244,CHL,2023,2023,2023-01-01,energy_transition,0.6602491566156828,wb_project:P177533,external_direct,A,1,P177533,1,https://projects.worldbank.org/en/projects-operations/project-detail/P177533,projects.worldbank.org,1,1,0,0,0,150000000.0,1.0,explicit
pevt_000245,CHL,2023,2023,2023-01-01,urban_services,0.7107942103738429,wb_project:P179785,external_direct,A,1,P179785,1,https://projects.worldbank.org/en/projects-operations/project-detail/P179785,projects.worldbank.org,1,1,0,0,0,200000000.0,1.0,explicit
pevt_000246,CHL,2024,2024,2024-01-01,urban_services,0.75,wb_project:P179117,external_direct,A,1,P179117,1,https://projects.worldbank.org/en/projects-operations/project-detail/P179117,projects.worldbank.org,1,1,0,0,0,250000000.0,1.0,explicit
pevt_000247,CHN,2015,2015,2015-01-01,urban_mobility,0.9848406732695996,wb_project:P110661|P119654|P132621|P133326|P147087|P148071,external_direct,A,6,P110661|P119654|P132621|P133326|P147087|P148071,6,https://projects.worldbank.org/en/projects-operations/project-detail/P110661,projects.worldbank.org,1,1,0,0,0,690000000.0,8.0,explicit
pevt_000248,CHN,2015,2015,2015-01-01,urban_services,0.8979787229540958,wb_project:P090376|P101844|P132775|P133000|P133017|P133456,external_direct,A,6,P090376|P101844|P132775|P133000|P133017|P133456,6,https://projects.worldbank.org/en/projects-operations/project-detail/P090376,projects.worldbank.org,1,1,0,0,0,450000000.0,6.0,explicit
pevt_000249,CHN,2016,2016,2016-01-01,innovation_industry,0.6757881515954723,wb_project:P119357|P152860,external_direct,A,2,P119357|P152860,2,https://projects.worldbank.org/en/projects-operations/project-detail/P119357,projects.worldbank.org,1,1,0,0,0,50000000.0,2.0,explicit
pevt_000250,CHN,2016,2016,2016-01-01,urban_mobility,0.8499548738761544,wb_project:P098915|P121263|P132562|P148294|P153892,external_direct,A,5,P098915|P121263|P132562|P148294|P153892,5,https://projects.worldbank.org/en/projects-operations/project-detail/P098915,projects.worldbank.org,1,1,0,0,0,320000000.0,5.0,explicit
pevt_000251,CHN,2016,2016,2016-01-01,urban_services,0.8830386498601468,wb_project:P147381|P148523|P148599|P149485|P153548,external_direct,A,5,P147381|P148523|P148599|P149485|P153548,5,https://projects.worldbank.org/en/projects-operations/project-detail/P147381,projects.worldbank.org,1,1,0,0,0,800000000.0,5.0,explicit
pevt_000252,CHN,2017,2017,2017-01-01,institutional_reform,0.7297944006903282,wb_project:P154984,external_direct,A,1,P154984,1,https://projects.worldbank.org/en/projects-operations/project-detail/P154984,projects.worldbank.org,1,1,0,0,0,600000000.0,1.0,explicit
pevt_000253,CHN,2017,2017,2017-01-01,urban_mobility,0.8766357925181947,wb_project:P147009|P153115|P153473|P153541|P154623,external_direct,A,5,P147009|P153115|P153473|P153541|P154623,5,https://projects.worldbank.org/en/projects-operations/project-detail/P147009,projects.worldbank.org,1,1,0,0,0,670000000.0,5.0,explicit
pevt_000254,CHN,2017,2017,2017-01-01,urban_services,0.7865831680270059,wb_project:P149528|P153173|P153604,external_direct,A,3,P149528|P153173|P153604,3,https://projects.worldbank.org/en/projects-operations/project-detail/P149528,projects.worldbank.org,1,1,0,0,0,400000000.0,3.0,explicit
pevt_000255,CHN,2018,2018,2018-01-01,urban_services,0.8859841931498809,wb_project:P154716|P158622|P158713|P158760|P159870,external_direct,A,5,P154716|P158622|P158713|P158760|P159870,5,https://projects.worldbank.org/en/projects-operations/project-detail/P154716,projects.worldbank.org,1,1,0,0,0,868000000.0,5.0,explicit
pevt_000256,CHN,2019,2019,2019-01-01,energy_transition,0.7683987243793345,wb_project:P162349|P163679,external_direct,A,2,P162349|P163679,2,https://projects.worldbank.org/en/projects-operations/project-detail/P162349,projects.worldbank.org,1,1,0,0,0,650000000.0,2.0,explicit
pevt_000257,CHN,2019,2019,2019-01-01,urban_services,0.7847311621067373,wb_project:P125528|P158124|P158215,external_direct,A,3,P125528|P158124|P158215,3,https://projects.worldbank.org/en/projects-operations/project-detail/P125528,projects.worldbank.org,1,1,0,0,0,380000000.0,3.0,explicit
pevt_000258,CHN,2020,2020,2020-01-01,urban_mobility,0.7404817760150888,wb_project:P144531|P169758,external_direct,A,2,P144531|P169758,2,https://projects.worldbank.org/en/projects-operations/project-detail/P144531,projects.worldbank.org,1,1,0,0,0,300000000.0,2.0,explicit
pevt_000259,CHN,2021,2021,2021-01-01,institutional_reform,0.7655086864046139,wb_project:P162178|P172325,external_direct,A,2,P162178|P172325,2,https://projects.worldbank.org/en/projects-operations/project-detail/P162178,projects.worldbank.org,1,1,0,0,0,600000000.0,2.0,explicit
pevt_000260,CHN,2021,2021,2021-01-01,urban_services,0.849064493365113,wb_project:P126832|P145897|P171644|P174267,external_direct,A,4,P126832|P145897|P171644|P174267,4,https://projects.worldbank.org/en/projects-operations/project-detail/P126832,projects.worldbank.org,1,1,0,0,0,839500000.0,4.0,explicit
pevt_000261,CHN,2022,2022,2022-01-01,urban_services,0.7133025906781659,wb_project:P172806,external_direct,A,1,P172806,1,https://projects.worldbank.org/en/projects-operations/project-detail/P172806,projects.worldbank.org,1,1,0,0,0,380000000.0,1.0,explicit
pevt_000262,CHN,2023,2023,2023-01-01,urban_mobility,0.753057935344063,wb_project:P132748|P145533|P156507|P159883,external_direct,A,4,P132748|P145533|P156507|P159883,4,https://projects.worldbank.org/en/projects-operations/project-detail/P132748,projects.worldbank.org,1,1,0,0,0,58780000.0,4.0,explicit
pevt_000263,CHN,2023,2023,2023-01-01,urban_services,0.8571428571428571,wb_project:P176989|P178338|P178796|P178907,external_direct,A,4,P176989|P178338|P178796|P178907,4,https://projects.worldbank.org/en/projects-operations/project-detail/P176989,projects.worldbank.org,1,1,0,0,0,1050000000.0,4.0,explicit
pevt_000264,CHN,2024,2024,2024-01-01,institutional_reform,0.7299741146925044,wb_project:P152959|P181021,external_direct,A,2,P152959|P181021,2,https://projects.worldbank.org/en/projects-operations/project-detail/P152959,projects.worldbank.org,1,1,0,0,0,224250000.0,2.0,explicit
pevt_000265,CHN,2024,2024,2024-01-01,urban_mobility,0.7623670362654996,wb_project:P172388|P177841,external_direct,A,2,P172388|P177841,2,https://projects.worldbank.org/en/projects-operations/project-detail/P172388,projects.worldbank.org,1,1,0,0,0,550000000.0,2.0,explicit
pevt_000266,CHN,2025,2025,2025-01-01,urban_mobility,0.6178575491338951,wb_project:P166853|P172224,external_direct,A,2,P166853|P172224,2,https://projects.worldbank.org/en/projects-operations/project-detail/P166853,projects.worldbank.org,1,1,0,0,0,10050000.0,2.0,explicit
pevt_000267,CIV,2016,2016,2016-01-01,urban_services,0.5550083048499054,wb_project:P156253|P156739,external_direct,A,2,P156253|P156739,2,https://projects.worldbank.org/en/projects-operations/project-detail/P156253,projects.worldbank.org,1,1,0,0,0,110000000.0,2.0,explicit
pevt_000268,CIV,2017,2017,2017-01-01,energy_transition,0.7347832404453541,wb_project:P157055|P163284,external_direct,A,2,P157055|P163284,2,https://projects.worldbank.org/en/projects-operations/project-detail/P157055,projects.worldbank.org,1,1,0,0,0,450000000.0,2.0,explicit
pevt_000269,CIV,2017,2017,2017-01-01,urban_mobility,0.5661119594821294,wb_project:P119328|P151324,external_direct,A,2,P119328|P151324,2,https://projects.worldbank.org/en/projects-operations/project-detail/P119328,projects.worldbank.org,1,1,0,0,0,120000000.0,2.0,explicit
pevt_000270,CIV,2018,2018,2018-01-01,energy_transition,0.5909035997660024,wb_project:P164145,external_direct,A,1,P164145,1,https://projects.worldbank.org/en/projects-operations/project-detail/P164145,projects.worldbank.org,1,1,0,0,0,280000000.0,1.0,explicit
pevt_000271,CIV,2018,2018,2018-01-01,institutional_reform,0.8541923961158795,wb_project:P156884|P157206|P158810|P161770,external_direct,A,4,P156884|P157206|P158810|P161770,4,https://projects.worldbank.org/en/projects-operations/project-detail/P156884,projects.worldbank.org,1,1,0,0,0,310730000.0,4.0,explicit
pevt_000272,CIV,2018,2018,2018-01-01,urban_mobility,0.6059340728109216,wb_project:P159697,external_direct,A,1,P159697,1,https://projects.worldbank.org/en/projects-operations/project-detail/P159697,projects.worldbank.org,1,1,0,0,0,315000000.0,1.0,explicit
pevt_000273,CIV,2019,2019,2019-01-01,urban_mobility,0.719752767385243,wb_project:P160642|P167401,external_direct,A,2,P160642|P167401,2,https://projects.worldbank.org/en/projects-operations/project-detail/P160642,projects.worldbank.org,1,1,0,0,0,400000000.0,2.0,explicit
pevt_000274,CIV,2019,2019,2019-01-01,urban_services,0.5601285414410438,wb_project:P167959,external_direct,A,1,P167959,1,https://projects.worldbank.org/en/projects-operations/project-detail/P167959,projects.worldbank.org,1,1,0,0,0,220000000.0,1.0,explicit
pevt_000275,CIV,2020,2020,2020-01-01,energy_transition,0.5479658638664139,wb_project:P169828,external_direct,A,1,P169828,1,https://projects.worldbank.org/en/projects-operations/project-detail/P169828,projects.worldbank.org,1,1,0,0,0,200000000.0,1.0,explicit
