shock_year,shock_strength,mean_growth,mean_accel
2016,2.372209371019917,-0.5202297246669743,0.1114801839822696
2020,1.253343598080895,-0.277224447714828,-0.3916342275501666
2024,0.103335358330587,-0.0274553712475975,-0.0132320700222661
